Unicode,Char
U+9A0F,騏
U+8DB3,足
U+7CDE,糞
U+4F5B,佛
U+982D,頭
U+8667,虧
U+540D,名
U+543E,吾
U+F9BB,僚
U+671B,望
U+9022,逢
U+65E0,无
U+5984,妄
U+8FB1,辱
U+592B,夫
U+8B02,謂
U+54C6,哆
U+53E3,口
U+5200,刀
U+9F20,鼠
U+58DE,壞
U+5E7E,幾
U+7B87,箇
U+96D6,雖
U+6A6B,橫
U+53E4,古
U+51B6,冶
U+6EEF,滯
U+7D4F,絏
U+F97A,梁
U+7344,獄
U+937E,鍾
U+5357,南
U+51A0,冠
U+541B,君
U+5B50,子
U+8CE2,賢
U+66F7,曷
U+5617,嘗
U+72AF,犯
U+54C9,哉
U+6545,故
U+8056,聖
U+5E2B,師
U+7279,特
U+975E,非
U+7F6A,罪
U+984C,題
U+9A37,騷
U+6068,恨
U+8A5E,詞
U+8457,著
U+7109,焉
U+53C8,又
U+8C48,豈
U+8B58,識
U+55DF,嗟
U+60DC,惜
U+4E4E,乎
U+7ACA,竊
U+7E61,繡
U+8863,衣
U+6D1B,洛
U+6D41,流
U+4E45,久
U+60F3,想
U+F97C,良
U+672C,本
U+8AA4,誤
U+5ACC,嫌
U+7740,着
U+8B2C,謬
U+5B89,安
U+660E,明
U+7948,祈
U+595A,奚
U+62D8,拘
U+9808,須
U+964D,降
U+9806,順
U+53D7,受
U+5FFF,忿
U+6491,撑
U+96AA,險
U+9014,途
U+689D,條
U+8AD7,諗
U+4FC4,俄
U+8499,蒙
U+5BA5,宥
U+9060,遠
U+F9AB,嶺
U+F96C,塞
U+95CA,闊
U+4F84,侄
U+62C2,拂
U+66D9,曙
U+767B,登
U+4FEE,修
U+5180,冀
U+90A3,那
U+908A,邊
U+5EAD,庭
U+6A39,樹
U+557C,啼
U+70CF,烏
U+5143,元
U+521D,初
U+71FE,燾
U+70AB,炫
U+5E7D,幽
U+5761,坡
U+5E16,帖
U+72F7,狷
U+4ECB,介
U+5B5D,孝
U+5EC9,廉
U+7E32,縲
U+5B70,孰
U+4F38,伸
U+5211,刑
U+7D50,結
U+6578,數
U+F946,牢
U+72B4,犴
U+8D8A,越
U+90E1,郡
U+767E,百
U+8271,艱
U+5C07,將
U+8D82,趂
U+5501,唁
U+99AC,馬
U+731D,猝
U+83AB,莫
U+5948,奈
U+5149,光
U+666F,景
U+5206,分
U+613C,愼
U+651D,攝
U+68A2,梢
U+9072,遲
U+F901,更
U+8B00,謀
U+9032,進
U+795D,祝
U+5584,善
U+52A0,加
U+8B77,護
U+526F,副
U+61F8,懸
U+64CD,操
U+5B88,守
U+8655,處
U+4EFB,任
U+4F01,企
U+6B63,正
U+54B8,咸
U+771E,眞
U+57CE,城
U+6236,戶
U+6841,桁
U+694A,楊
U+831D,茝
U+862D,蘭
U+8CEA,質
U+80BA,肺
U+77F3,石
U+8A34,訴
U+51A4,冤
U+8150,腐
U+61A4,憤
U+61E3,懣
U+820A,舊
U+99ED,駭
U+7E7C,繼
U+60CB,惋
U+5018,倘
U+6B20,欠
U+7455,瑕
U+7389,玉
U+56DA,囚
U+6BB5,段
U+5C24,尤
U+8CA2,貢
U+5C11,少
U+537D,卽
U+6649,晉
U+5F4C,彌
U+6182,憂
U+672B,末
U+53EA,只
U+5B57,字
U+66FF,替
U+9762,面
U+5951,契
U+8ABC,誼
U+646F,摯
U+5FCD,忍
U+6065,恥
U+7A3D,稽
U+9859,顙
U+F9BE,料
U+5012,倒
U+67FB,査
U+79FB,移
U+7575,畵
U+56F0,困
U+88AB,被
U+7D30,細
U+540C,同
U+4E82,亂
U+5C19,尙
U+6CC1,況
U+9006,逆
U+91CF,量
U+5224,判
U+904B,運
U+81F4,致
U+5FA9,復
U+8B8A,變
U+96E3,難
U+90FD,都
U+5468,周
U+793A,示
U+9867,顧
U+8CE4,賤
U+7B56,策
U+6210,成
U+5716,圖
U+66FE,曾
U+6CB3,河
U+5005,倅
U+5225,別
U+F969,數
U+4EA4,交
U+5C3E,尾
U+52D5,動
U+901A,通
U+6B47,歇
U+540E,后
U+89E3,解
U+60D1,惑
U+6CD5,法
U+5B98,官
U+59EA,姪
U+865F,號
U+8F49,轉
U+6697,暗
U+4F3C,似
U+767C,發
U+8AAA,說
U+52FF,勿
U+64AD,播
U+9810,預
U+539F,原
U+61C7,懇
U+5E03,布
U+6CF0,泰
U+8A9E,語
U+795E,神
U+9732,露
U+60F6,惶
U+393C,㤼
U+614B,態
U+F9D8,律
U+7E6B,繫
U+71DF,營
U+82DF,苟
U+969B,際
U+5148,先
U+89C0,觀
U+52E2,勢
U+58FB,壻
U+8A31,許
U+6703,會
U+901F,速
U+912D,鄭
U+4F11,休
U+5BA2,客
U+51AC,冬
U+7F8E,美
U+75FE,痾
U+6F38,漸
U+8607,蘇
U+5883,境
U+63DB,換
U+5915,夕
U+907D,遽
U+60E1,惡
U+6D88,消
U+606F,息
U+675C,杜
U+8CA0,負
U+754C,界
U+8A0A,訊
U+602A,怪
U+9AA8,骨
U+6230,戰
U+F9AA,寧
U+6276,扶
U+6B49,歉
U+76F4,直
U+F97E,量
U+7DB2,網
U+7F85,羅
U+812B,脫
U+5BEC,寬
U+9910,餐
U+98EF,飯
U+5F85,待
U+7B11,笑
U+770B,看
U+62F1,拱
U+66AB,暫
U+F9EA,離
U+5074,側
U+806F,聯
U+97AD,鞭
U+7ADD,竝
U+6E20,渠
U+F9CD,留
U+F99A,連
U+9020,造
U+63E1,握
U+990A,養
U+9676,陶
U+6DF5,淵
U+9084,還
U+98DB,飛
U+7559,留
U+934A,鍊
U+8CAB,貫
U+9285,銅
U+975C,靜
U+5B85,宅
U+72C0,狀
U+4EE4,令
U+9177,酷
U+7D93,經
U+63A8,推
U+582A,堪
U+50B7,傷
U+8F15,輕
U+591A,多
U+98A8,風
U+5931,失
U+7316,猖
U+7357,獗
U+592A,太
U+5085,傅
U+7D20,素
U+4EA2,亢
U+6613,易
U+715E,煞
U+5DE5,工
U+3958,㥘
U+7531,由
U+8822,蠢
U+81E5,臥
U+5954,奔
U+9051,遑
U+55AA,喪
U+8006,耆
U+5E77,幷
U+8F61,轡
U+79AE,禮
U+6383,掃
U+7BC0,節
U+85E5,藥
U+8D81,趁
U+6211,我
U+F967,不
U+7BC4,範
U+96F2,雲
U+8C37,谷
U+7956,祖
U+8ED2,軒
U+516C,公
U+53D4,叔
U+4E3B,主
U+76CA,益
U+75DB,痛
U+721B,爛
U+F966,復
U+F92E,冷
U+7A81,突
U+58C1,壁
U+5F92,徒
U+9189,醉
U+5352,卒
U+72C2,狂
U+53EB,叫
U+F91B,亂
U+547C,呼
U+5BC3,寃
U+653B,攻
U+714E,煎
U+71AC,熬
U+6DFB,添
U+5374,却
U+4FFE,俾
U+6094,悔
U+9673,陳
U+6083,悃
U+4ECD,仍
U+65E3,旣
U+653E,放
U+67F0,柰
U+7525,甥
U+795F,祟
U+6108,愈
U+6148,慈
U+5287,劇
U+536F,卯
U+89F8,觸
U+5192,冒
U+F92D,來
U+64EC,擬
U+8A3A,診
U+5B55,孕
U+7523,産
U+9069,適
U+F903,賈
U+6C88,沈
U+9451,鑑
U+F9C9,柳
U+84CD,蓍
U+6587,文
U+5BF6,寶
U+6C99,沙
U+6751,村
U+66E0,曠
U+53F3,右
U+61F7,懷
U+4EC4,仄
U+84CB,蓋
U+7E37,縷
U+525D,剝
U+62B1,抱
U+5024,値
U+4F4F,住
U+624D,才
U+8CBB,費
U+89BA,覺
U+7169,煩
U+60F1,惱
U+7FA9,義
U+8DA8,趨
U+9699,隙
U+9B23,鬣
U+9A45,驅
U+8D64,赤
U+7ACB,立
U+7406,理
U+6B8A,殊
U+671E,朞
U+670D,服
U+52A9,助
U+63D0,提
U+60FB,惻
U+5F82,徂
U+7386,玆
U+6B21,次
U+822C,般
U+8EAB,身
U+95DC,關
U+4FC2,係
U+8B6C,譬
U+640D,損
U+548C,和
U+532A,匪
U+6E19,渙
U+91CB,釋
U+611B,愛
U+6D77,海
U+5FB7,德
U+8E76,蹶
U+66F4,更
U+4F5C,作
U+4E4D,乍
U+9000,退
U+51E1,凡
U+671F,期
U+6C68,汨
U+62BD,抽
U+5EB8,庸
U+85AA,薪
U+621A,戚
U+F9E1,李
U+994C,饌
U+5C0F,小
U+7F38,缸
U+9818,領
U+65C5,旅
U+9928,館
U+F94F,累
U+7981,禁
U+654E,敎
U+756A,番
U+64C1,擁
U+887E,衾
U+544C,呌
U+695A,楚
U+5BC4,寄
U+5344,卄
U+4E03,七
U+6D79,浹
U+4F73,佳
U+6D2A,洪
U+59FB,姻
U+6101,愁
U+65C6,旆
U+609A,悚
U+557B,啻
U+77E7,矧
U+832B,茫
U+7737,眷
U+5E87,庇
U+8058,聘
U+7236,父
U+547B,呻
U+541F,吟
U+6155,慕
U+5FF1,忱
U+9A40,驀
U+9803,頃
U+5944,奄
U+79AB,禫
U+5236,制
U+FA0B,廓
U+615F,慟
U+6BC1,毁
U+7DD6,緖
U+6C5F,江
U+7A4D,積
U+7DBF,綿
U+723E,爾
U+57CB,埋
U+54ED,哭
U+51F6,凶
U+7A86,窆
U+6DAF,涯
U+7B46,筆
U+820C,舌
U+5D07,崇
U+9046,遆
U+6C7A,決
U+5831,報
U+846C,葬
U+8944,襄
U+4F3B,伻
U+88CF,裏
U+8986,覆
U+6191,憑
U+7372,獲
U+5747,均
U+7A83,窃
U+6027,性
U+F95C,樂
U+7C97,粗
U+5BE7,寧
U+4EA1,亡
U+7DEC,緬
U+6467,摧
U+500D,倍
U+5FAA,循
U+8CB4,貴
U+77BF,瞿
U+8CC7,資
U+52A3,劣
U+5B78,學
U+617D,慽
U+60B0,悰
U+60A0,悠
U+6CDB,泛
U+535E,卞
U+90E8,部
U+52E4,勤
U+7FD2,習
U+609F,悟
U+786C,硬
U+8CDC,賜
U+8A98,誘
U+6BCB,毋
U+6D25,津
U+51E0,几
U+53F8,司
U+8AB0,誰
U+7A31,稱
U+66F0,曰
U+513B,儻
U+767D,白
U+73B7,玷
U+6669,晩
U+F9A9,囹
U+5704,圄
U+6548,效
U+524B,剋
U+8AA0,誠
U+6D69,浩
U+6137,愷
U+608C,悌
U+52DE,勞
U+8B49,證
U+5F31,弱
U+9F61,齡
U+5009,倉
U+7687,皇
U+717C,煼
U+6190,憐
U+6064,恤
U+8CBD,貽
U+79C9,秉
U+6BB7,殷
U+56B4,嚴
U+8FEB,迫
U+5BD3,寓
U+5BFA,寺
U+8AD0,諐
U+7DB4,綴
U+67D3,染
U+75D8,痘
U+6212,戒
U+5834,場
U+64A5,撥
U+56DE,回
U+6A0A,樊
U+4ED9,仙
U+6E90,源
U+8072,聲
U+901D,逝
U+8A1D,訝
U+5FFD,忽
U+60E0,惠
U+7FF0,翰
U+5FEB,快
U+79CB,秋
U+8431,萱
U+95C8,闈
U+5BE2,寢
U+81B3,膳
U+5EB7,康
U+65FA,旺
U+6B61,歡
U+885B,衛
U+6493,撓
U+8272,色
U+6A23,樣
U+6EB7,溷
U+6059,恙
U+75C7,症
U+907A,遺
U+8FFD,追
U+5FCC,忌
U+8C6B,豫
U+6599,料
U+85CF,藏
U+5E84,庄
U+7368,獨
U+707D,災
U+F9D3,陸
U+7E8C,續
U+9054,達
U+7532,甲
U+4E5D,九
U+93AD,鎭
U+8B19,謙
U+96EA,雪
U+51B1,冱
U+5802,堂
U+F9DF,履
U+51B2,冲
U+505A,做
U+6CB4,沴
U+71BE,熾
U+5922,夢
U+6B7B,死
U+805A,聚
U+5973,女
U+6563,散
U+9010,逐
U+6EAA,溪
U+534A,半
U+7D42,終
U+6CBB,治
U+811B,脛
U+7570,異
U+72F9,狹
U+7A84,窄
U+9621,阡
U+964C,陌
U+8FA8,辨
U+7FC1,翁
U+96A8,隨
U+6231,戱
U+6F22,漢
U+963F,阿
U+902E,逮
U+4F9B,供
U+9152,酒
U+76C3,盃
U+501F,借
U+5974,奴
U+50D5,僕
U+6A35,樵
U+7269,物
U+7FC5,翅
U+79B3,禳
U+8C5A,豚
U+8E44,蹄
U+8FCE,迎
U+9644,附
U+4E8E,于
U+6885,梅
U+F978,兩
U+7D1B,紛
U+4E59,乙
U+4EA5,亥
U+61AB,憫
U+63A5,接
U+96A3,隣
U+8A2A,訪
U+6A4B,橋
U+7BC6,篆
U+7779,睹
U+5DEE,差
U+6700,最
U+5F79,役
U+505C,停
U+9591,閑
U+958B,開
U+65E9,早
U+8352,荒
U+531D,匝
U+6BBA,殺
U+65AF,斯
U+916C,酬
U+61C9,應
U+F9B5,例
U+4E9B,些
U+98DF,食
U+991E,餞
U+8AED,諭
U+5782,垂
U+9632,防
U+7DB8,綸
U+5475,呵
U+F9D7,輪
U+80F8,胸
U+665D,晝
U+5766,坦
U+F9F6,臨
U+64C7,擇
U+7D66,給
U+8A73,詳
U+5999,妙
U+6B67,歧
U+80E4,胤
U+4EF6,件
U+F907,龜
U+4EF7,价
U+5E45,幅
U+8FE8,迨
U+5A01,威
U+5E38,常
U+5B9C,宜
U+75FC,痼
U+6BD4,比
U+795B,祛
U+7780,瞀
U+932F,錯
U+8A8D,認
U+7D19,紙
U+906E,遮
U+96DC,雜
U+6BCF,每
U+5E95,底
U+4F8B,例
U+5C90,岐
U+5DB7,嶷
U+9EDE,點
U+5A1B,娛
U+5EF6,延
U+8F12,輒
U+F990,戀
U+62B5,抵
U+F98E,年
U+7BE4,篤
U+8AB2,課
U+61F6,懶
U+5197,冗
U+664F,晏
U+5BD4,寔
U+4E19,丙
U+5283,劃
U+8AA6,誦
U+8CAC,責
U+8A69,詩
U+6F66,潦
U+6536,收
U+F9F2,鱗
U+7FBD,羽
U+6614,昔
U+4E56,乖
U+7A1A,稚
U+72D7,狗
U+53F1,叱
U+663B,昻
U+838A,莊
U+6B65,步
U+6052,恒
U+60C4,惄
U+98E2,飢
U+7B4B,筋
U+6691,暑
U+9677,陷
U+6C34,水
U+6897,梗
U+69EA,槪
U+5632,嘲
U+4E01,丁
U+4E11,丑
U+7D2B,紫
U+798F,福
U+6B83,殃
U+5C4B,屋
U+512A,優
U+6CBF,沿
U+571F,土
U+5546,商
U+59D4,委
U+84C2,蓂
U+F918,落
U+4EC1,仁
U+84F0,蓰
U+517C,兼
U+3B57,㭗
U+78A9,碩
U+81BA,膺
U+8513,蔓
U+4FF1,俱
U+9059,遙
U+807D,聽
U+8B66,警
U+7A2E,種
U+6771,東
U+53E2,叢
U+52F8,勸
U+639B,掛
U+620A,戊
U+5BC5,寅
U+653F,政
U+7763,督
U+7166,煦
U+5F69,彩
U+8996,視
U+971E,霞
U+6C42,求
U+683C,格
U+9ED8,默
U+8A66,試
U+8F4D,轍
U+904A,遊
U+53AD,厭
U+98EB,飫
U+5A62,婢
U+9003,逃
U+53F5,叵
U+6E2C,測
U+4EE3,代
U+7F8A,羊
U+88DC,補
U+725B,牛
U+95D6,闖
U+6B62,止
U+52D8,勘
U+8B7D,譽
U+539A,厚
U+5E9C,府
U+7A79,穹
U+58E4,壤
U+7D00,紀
U+8FF7,迷
U+5C08,專
U+6EAB,溫
U+5553,啓
U+994D,饍
U+8D70,走
U+6EB8,溸
U+9817,頗
U+5DFE,巾
U+6ADB,櫛
U+62AB,披
U+8FA6,辦
U+5DE8,巨
U+5E8F,序
U+5439,吹
U+624B,手
U+5A20,娠
U+4FEF,俯
U+8178,腸
U+9694,隔
U+9F0E,鼎
U+5E2D,席
U+9AEE,髮
U+5718,團
U+5C60,屠
U+8CC0,賀
U+5544,啄
U+601D,思
U+819D,膝
U+5115,儕
U+7F55,罕
U+9047,遇
U+91AE,醮
U+5177,具
U+6355,捕
U+7A7A,空
U+90DE,郞
U+65B7,斷
U+64D4,擔
U+5E9A,庚
U+8FB0,辰
U+60B2,悲
U+8F03,較
U+84EC,蓬
U+4F0A,伊
U+9080,邀
U+851A,蔚
U+91AB,醫
U+9019,這
U+89B2,覲
U+7DCA,緊
U+5D0E,崎
U+5D87,嶇
U+96E8,雨
U+F9DD,利
U+8ACB,請
U+7D76,絶
U+62D2,拒
U+544A,告
U+7919,礙
U+6D29,洩
U+5339,匹
U+905E,遞
U+8AD2,諒
U+6551,救
U+8B04,謄
U+8F9B,辛
U+7D2F,累
U+9B3C,鬼
U+8F13,輓
U+8A84,誄
U+73A9,玩
U+6DDA,淚
U+6E6F,湯
U+68B1,梱
U+4F9D,依
U+8CF4,賴
U+55E3,嗣
U+80E1,胡
U+8A23,訣
U+58D9,壙
U+81E8,臨
U+6232,戲
U+58B3,墳
U+5F62,形
U+853D,蔽
U+6291,抑
U+81C6,臆
U+77ED,短
U+5316,化
U+6FB9,澹
U+57DF,域
U+9023,連
U+79D1,科
U+76DB,盛
U+5112,儒
U+865B,虛
U+6168,慨
U+5713,圓
U+9B42,魂
U+FA04,宅
U+5029,倩
U+5348,午
U+6789,枉
U+770E,眎
U+8CC1,賁
U+95D5,闕
U+5B64,孤
U+6539,改
U+5065,健
U+9707,震
U+826E,艮
U+6C38,永
U+9063,遣
U+530D,匍
U+5310,匐
U+8F5D,轝
U+6CC4,泄
U+8154,腔
U+9179,酹
U+914C,酌
U+4F4D,位
U+5E36,帶
U+5F91,徑
U+8A11,訑
U+88E1,裡
U+65E8,旨
U+8569,蕩
U+6D3B,活
U+6F51,潑
U+8C61,象
U+500F,倏
U+632F,振
U+8377,荷
U+671D,朝
U+7B95,箕
U+7587,疇
U+6C81,沁
U+5712,園
U+5433,吳
U+7533,申
U+8A13,訓
U+8AA3,誣
U+6ECC,滌
U+895F,襟
U+8170,腰
U+9802,頂
U+8200,舀
U+5178,典
U+5B9B,宛
U+8CAA,貪
U+8276,艶
U+7FA8,羨
U+4F59,余
U+7518,甘
U+84AD,蒭
U+8558,蕘
U+75B9,疹
U+903C,逼
U+7626,瘦
U+7620,瘠
U+5076,偶
U+5C0B,尋
U+7D22,索
U+68D7,棗
U+F9DA,栗
U+722D,爭
U+8DF3,跳
U+8DDF,跟
U+7658,癘
U+618E,憎
U+9E92,麒
U+9E9F,麟
U+59FF,姿
U+9685,隅
U+985E,類
U+8C6C,豬
U+9CF3,鳳
U+8A60,詠
U+7E41,繁
U+6717,朗
U+6298,折
U+864E,虎
U+60BC,悼
U+731C,猜
U+900B,逋
U+6162,慢
U+6F0F,漏
U+81D8,臘
U+68D8,棘
U+9664,除
U+59CA,姊
U+F9B9,惡
U+5BCC,富
U+5E72,干
U+6377,捷
U+679A,枚
U+74A7,璧
U+64CE,擎
U+6033,怳
U+5410,吐
U+51B5,况
U+51ED,凭
U+662D,昭
U+5875,塵
U+8E5F,蹟
U+7F6E,置
U+95A3,閣
U+5FD7,志
U+723B,爻
U+5175,兵
U+706B,火
U+9952,饒
U+F91E,爛
U+71B3,熳
U+9748,靈
U+5168,全
U+6900,椀
U+4E95,井
U+9119,鄙
U+75AB,疫
U+5F35,張
U+7CBE,精
U+47FD,䟽
U+6E3E,渾
U+7A49,穉
U+5A7F,婿
U+8AF3,諳
U+6A21,模
U+7AC4,竄
U+9F52,齒
U+9178,酸
U+F92A,浪
U+7A9F,窟
U+91DD,針
U+55AB,喫
U+6666,晦
U+8202,舂
U+6714,朔
U+6BD6,毖
U+77E2,矢
U+5C55,展
U+6668,晨
U+9A57,驗
U+966A,陪
U+5055,偕
U+9670,陰
U+61A7,憧
U+53DA,叚
U+6106,愆
U+6C89,沉
U+6DFA,淺
U+5EE3,廣
U+8A62,詢
U+5857,塗
U+65BD,施
U+8205,舅
U+53D6,取
U+7210,爐
U+95B1,閱
U+F9C0,燎
U+50F5,僵
U+5C38,尸
U+5C6C,屬
U+641C,搜
U+88FD,製
U+7DD8,緘
U+76C8,盈
U+7736,眶
U+5EB6,庶
U+9751,靑
U+95E2,闢
U+8087,肇
U+52FB,勻
U+83CC,菌
U+7247,片
U+9909,餉
U+5261,剡
U+9008,逈
U+6C8D,沍
U+820D,舍
U+9E7F,鹿
U+5ABF,媿
U+88D5,裕
U+F939,魯
U+5272,割
U+6BEB,毫
U+596A,奪
U+5C5B,屛
U+9662,院
U+7954,祔
U+4EAB,享
U+5CA9,岩
U+696D,業
U+6CEF,泯
U+8925,褥
U+53C5,叅
U+99FF,駿
U+5217,列
U+9CE9,鳩
U+53C3,參
U+8CBF,貿
U+5404,各
U+8868,表
U+914D,配
U+7384,玄
U+5F8B,律
U+8B2B,謫
U+6200,戀
U+9055,違
U+80CC,背
U+601B,怛
U+7E8D,纍
U+7634,瘴
U+9115,鄕
U+54B3,咳
U+55FD,嗽
U+5BD0,寐
U+6795,枕
U+6D94,涔
U+8449,葉
U+8FD3,迓
U+6597,斗
U+5169,兩
U+5CAC,岬
U+6FDF,濟
U+9678,陸
U+737B,獻
U+4E4F,乏
U+843D,落
U+752B,甫
U+96E2,離
U+8E49,蹉
U+7684,的
U+516D,六
U+5347,升
U+9249,鉉
U+5B87,宇
