Unicode,Char
U+7236,父
U+5BB6,家
U+60A3,患
U+6975,極
U+8F15,輕
U+5954,奔
U+8D70,走
U+91AB,醫
U+85E5,藥
U+5B63,季
U+6D79,浹
U+547B,呻
U+541F,吟
U+61AB,憫
U+4F55,何
U+55A9,喩
U+829D,芝
U+91CC,里
U+65B0,新
U+4EE5,以
U+4F86,來
U+521D,初
U+56DB,四
U+6D25,津
U+9001,送
U+77F3,石
U+8DEF,路
U+767E,百
U+8F4E,轎
U+99AC,馬
U+6C42,求
U+F96C,塞
U+60F3,想
U+5FC5,必
U+5065,健
U+5176,其
U+8655,處
U+81F3,至
U+6751,村
U+5341,十
U+7386,玆
U+4EF0,仰
U+767D,白
U+8A31,許
U+501F,借
U+8F09,載
U+5426,否
U+7576,當
U+7169,煩
U+4F7F,使
U+5165,入
U+529B,力
U+76F8,相
U+544A,告
U+671B,望
U+91CF,量
U+7559,留
U+5F85,待
U+526F,副
U+4E2D,中
U+6025,急
U+5343,千
U+6043,恃
U+5FD9,忙
U+5BDF,察
U+4E19,丙
U+620C,戌
U+4E5D,九
U+4F84,侄
U+6B0A,權
U+547D,命
U+4F51,佑
U+9803,頃
U+4E94,五
U+4FEE,修
U+5E74,年
U+8D77,起
U+9084,還
U+5831,報
U+90FD,都
U+5747,均
U+6176,慶
U+4F46,但
U+5927,大
U+65C6,旆
U+4F5C,作
U+5411,向
U+6CD5,法
U+5DDD,川
U+96AA,險
U+616E,慮
U+5BE6,實
U+6309,按
U+4F4F,住
U+5FFD,忽
U+7372,獲
U+4EE4,令
U+54B8,咸
U+6B23,欣
U+63E1,握
U+8A62,詢
U+8FD4,返
U+5FA1,御
U+664F,晏
U+52DD,勝
U+5EAD,庭
U+F99A,連
U+4EAB,享
U+5EB7,康
U+885B,衛
U+6E3E,渾
U+81F4,致
U+5C24,尤
U+5EB8,庸
U+6283,抃
U+4F8D,侍
U+5E78,幸
U+7C97,粗
U+9063,遣
U+5C11,少
U+5B83,它
U+9054,達
U+7B2C,第
U+7972,祲
U+4ECA,今
U+5371,危
U+80FD,能
U+52D5,動
U+F9B3,靈
U+81FA,臺
U+60B6,悶
U+4E14,且
U+5948,奈
U+7A4D,積
U+5012,倒
U+597D,好
U+5409,吉
U+F971,辰
U+4EBA,人
U+7269,物
U+633D,挽
U+505A,做
U+6578,數
U+5BB5,宵
U+662F,是
U+6D6E,浮
U+4E16,世
U+64FE,擾
U+59D1,姑
U+9452,鑒
U+4E59,乙
U+4EA5,亥
U+6B63,正
U+683B,栻
U+6BAF,殯
U+7D0D,納
U+7A3D,稽
U+9859,顙
U+8A00,言
U+8005,者
U+60B2,悲
U+9051,遑
U+514B,克
U+7A69,穩
U+8A0E,討
U+7E7C,繼
U+6211,我
U+6C0F,氏
U+96D6,雖
U+8352,荒
U+8FF7,迷
U+5FE1,忡
U+60B5,悵
U+500D,倍
U+6614,昔
U+4F0A,伊
U+7ACA,竊
U+6599,料
U+8868,表
U+8CB4,貴
U+661F,星
U+5E36,帶
U+8E35,踵
U+985A,顚
U+627F,承
U+652F,支
U+8431,萱
U+5802,堂
U+6106,愆
U+6DFB,添
U+640D,損
U+5F67,彧
U+6606,昆
U+8FEA,迪
U+6170,慰
U+7F6A,罪
U+5F1F,弟
U+5C19,尙
U+723E,爾
U+7DBF,綿
U+7DB4,綴
U+76EE,目
U+7B4B,筋
U+543E,吾
U+52E2,勢
U+714E,煎
U+6CE3,泣
U+60C5,情
U+79C1,私
U+5C71,山
U+91CB,釋
U+5919,夙
U+591C,夜
U+601D,思
U+76E1,盡
U+5348,午
U+8349,草
U+6258,托
U+6C7A,決
U+50F9,價
U+8CA0,負
U+7D76,絶
U+4E4F,乏
U+5149,光
U+4FA1,価
U+672C,本
U+64F2,擲
U+6709,有
U+7763,督
U+7A83,窃
U+6B49,歉
U+6B4E,歎
U+8FD1,近
U+75D8,痘
U+8B66,警
U+660E,明
U+5152,兒
U+6240,所
U+82E6,苦
U+75C7,症
U+71B1,熱
U+5834,場
U+9060,遠
U+61F8,懸
U+5FF5,念
U+7802,砂
U+FA03,糖
U+8CAF,貯
U+5448,呈
U+5E77,幷
U+609A,悚
U+9119,鄙
U+5974,奴
U+56DE,回
U+6F22,漢
U+907A,遺
U+6F0F,漏
U+826F,良
U+6B21,次
U+758F,疏
U+5DF1,己
U+4E11,丑
U+F9D1,六
U+4E8C,二
U+5B97,宗
U+5F5B,彛
U+8B1D,謝
U+9088,邈
U+653F,政
U+7FF9,翹
U+65B9,方
U+8B00,謀
U+906D,遭
U+5075,偵
U+9006,逆
U+F983,旅
U+6D3B,活
U+592A,太
U+6C92,沒
U+610F,意
U+5750,坐
U+5148,先
U+65BD,施
U+920D,鈍
U+8F38,輸
U+7740,着
U+6562,敢
U+611F,感
U+8C41,豁
U+5CED,峭
U+5BD2,寒
U+7D93,經
U+5F15,引
U+5D07,崇
U+6DF1,深
U+5BA3,宣
U+9326,錦
U+8CE4,賤
U+5B0C,嬌
U+8377,荷
U+5E87,庇
U+4FE1,信
U+606F,息
U+897F,西
U+8F45,轅
U+5C0F,小
U+8FE4,迤
U+5E7E,幾
U+6B66,武
U+5DE6,左
U+9867,顧
U+654D,敍
U+8E84,躄
U+85AA,薪
U+60D8,惘
U+5931,失
U+67FB,査
U+6A23,樣
U+F9BE,料
U+7406,理
U+53BB,去
U+51C9,凉
U+5206,分
U+96E2,離
U+7528,用
U+6FDF,濟
U+63A5,接
U+52DE,勞
U+53EA,只
U+9B22,鬢
U+6BDB,毛
U+53C8,又
U+53CA,及
U+5404,各
U+50FB,僻
U+7531,由
U+8A73,詳
U+9B31,鬱
U+8981,要
U+6839,根
U+8C48,豈
U+584A,塊
U+F945,聾
U+77BD,瞽
U+F981,女
U+654E,敎
U+65E3,旣
U+7A0D,稍
U+4FDF,俟
U+6669,晩
U+F901,更
U+8208,興
U+90B1,邱
U+8AAA,說
U+F946,牢
U+5B9A,定
U+53E6,另
U+8AA6,誦
U+795F,祟
U+F966,復
U+5E38,常
U+5EA6,度
U+6B8A,殊
U+767C,發
U+6545,故
U+5C0D,對
U+660F,昏
U+6210,成
U+982D,頭
U+7DD6,緖
U+4ED6,他
U+52A0,加
U+97AD,鞭
U+90A3,那
U+5949,奉
U+6504,攄
U+61F7,懷
U+F9F6,臨
U+98A8,風
U+6C96,沖
U+9EEF,黯
U+7167,照
U+620A,戊
U+516B,八
U+8C61,象
U+937E,鍾
U+F96D,省
U+5F0F,式
U+5553,啓
U+9621,阡
U+77BB,瞻
U+6500,攀
U+865F,號
U+7F54,罔
U+902E,逮
U+582A,堪
U+9670,陰
U+96E8,雨
U+973D,霽
U+670D,服
U+5730,地
U+6B65,步
U+5910,夐
U+9BAE,鮮
U+5B50,子
U+8870,衰
U+66AE,暮
U+7CBE,精
U+6050,恐
U+8010,耐
U+96E3,難
U+5BE4,寤
U+5BD0,寐
U+5F1B,弛
U+591A,多
U+727D,牽
U+63A3,掣
U+6276,扶
U+75BE,疾
U+4E9F,亟
U+6212,戒
U+5230,到
U+632F,振
U+8F44,轄
U+751A,甚
U+50C5,僅
U+5EF6,延
U+5BA2,客
U+6771,東
U+5E8A,床
U+8272,色
U+6CC9,泉
U+53F3,右
U+7D2F,累
U+9072,遲
U+6EEF,滯
U+846C,葬
U+795D,祝
U+8944,襄
U+4F38,伸
U+4ECD,仍
U+611B,愛
U+66FF,替
U+F9FA,狀
U+7533,申
U+67F3,柳
U+932B,錫
U+6597,斗
U+9813,頓
U+9069,適
U+5024,値
U+7AE2,竢
U+9023,連
U+803F,耿
U+6C34,水
U+8C37,谷
U+8B8A,變
U+7279,特
U+8CDC,賜
U+8FAD,辭
U+65E8,旨
U+912D,鄭
U+9322,錢
U+8CA8,貨
U+52A9,助
U+8ABC,誼
U+56FA,固
U+61C9,應
U+9AD8,高
U+7FA9,義
U+5C0B,尋
U+53D7,受
U+5C31,就
U+5C65,履
U+795E,神
U+9053,道
U+6E90,源
U+7B49,等
U+671F,期
U+6016,怖
U+6D88,消
U+95D4,闔
U+4E01,丁
U+6D69,浩
U+595A,奚
U+557B,啻
U+670B,朋
U+6216,或
U+88AB,被
U+5192,冒
U+8986,覆
U+76DB,盛
U+5BEC,寬
U+6055,恕
U+7E8C,續
U+5951,契
U+5C0A,尊
U+68E3,棣
U+6D63,浣
U+618A,憊
U+83AB,莫
U+718F,熏
U+5A66,婦
U+5B69,孩
U+7A1A,稚
U+6059,恙
U+8C5A,豚
U+6068,恨
U+723A,爺
U+8EAB,身
U+89C0,觀
U+7368,獨
U+5C08,專
U+8CAC,責
U+60E0,惠
U+5FB7,德
U+F9E1,李
U+6EFE,滾
U+6C68,汨
U+6BCF,每
U+6602,昂
U+51B1,冱
U+5B5D,孝
U+89AA,親
U+7660,癠
U+51AC,冬
U+5287,劇
U+58AE,墮
U+80CE,胎
U+8607,蘇
U+9192,醒
U+793A,示
U+6301,持
U+5FE0,忠
U+5DDE,州
U+5A5A,婚
U+8207,與
U+901A,通
U+F9A8,令
U+6C37,氷
U+7A0B,程
U+7455,瑕
U+754F,畏
U+58EC,壬
U+5BC5,寅
U+6042,恂
U+7B54,答
U+5EA7,座
U+7D30,細
U+54C0,哀
U+9811,頑
U+7E37,縷
U+7526,甦
U+85BE,薾
U+98EE,飮
U+5556,啖
U+5929,天
U+6069,恩
U+964D,降
U+6FA4,澤
U+58E4,壤
U+6D17,洗
U+5BC3,寃
U+4EA4,交
U+96C6,集
U+7336,猶
U+5C6C,屬
U+6B47,歇
U+8F9C,辜
U+4E8E,于
U+59CB,始
U+731C,猜
U+6371,捱
U+4E4E,乎
U+54C9,哉
U+5BE7,寧
U+75DB,痛
U+671D,朝
U+7D19,紙
U+62B5,抵
U+9996,首
U+63C6,揆
U+5589,喉
U+9662,院
U+7AE0,章
U+6CAE,沮
U+904F,遏
U+53F8,司
U+5F48,彈
U+594F,奏
U+8056,聖
U+7262,牢
U+4E7E,乾
U+65B7,斷
U+78BA,確
U+7D8D,綍
U+61C7,懇
U+5B6B,孫
U+738B,王
U+838A,莊
U+6B7B,死
U+7C89,粉
U+9AA8,骨
U+7CDC,糜
U+66F7,曷
U+5716,圖
U+6539,改
U+984C,題
U+7DE9,緩
U+711A,焚
U+9999,香
U+7E94,纔
U+6714,朔
U+8A2D,設
U+5C07,將
U+535C,卜
U+3996,㦖
U+F99C,列
U+9091,邑
U+5021,倡
U+9304,錄
U+8912,褒
U+5178,典
U+76D6,盖
U+53F0,台
U+737B,獻
U+8B70,議
U+8A9E,語
U+9810,預
U+59CA,姊
U+8077,職
U+5563,啣
U+5225,別
U+F926,臘
U+8D99,趙
U+660C,昌
U+6C5D,汝
U+96C5,雅
U+6848,案
U+9591,閑
U+6F2B,漫
U+57CE,城
U+5DE7,巧
U+99D5,駕
U+5F80,往
U+672D,札
U+6CC1,況
U+5973,女
U+963F,阿
U+7779,睹
U+F9D7,輪
U+F90F,羅
U+4EAD,亭
U+6CCA,泊
U+9EA5,麥
U+6700,最
U+95DC,關
U+79D1,科
U+4F01,企
U+6EAA,溪
U+9F4B,齋
U+5584,善
U+8172,腲
U+7620,瘠
U+80CC,背
U+7621,瘡
U+9808,須
U+8A66,試
U+613C,愼
U+752B,甫
U+541B,君
U+8F14,輔
U+9022,逢
U+6027,性
U+50B3,傳
U+4ED8,付
U+79CB,秋
U+7387,率
U+66AB,暫
U+9632,防
U+675E,杞
U+5E84,庄
U+76E3,監
U+7A6B,穫
U+62AB,披
U+9762,面
U+8F9B,辛
U+5DF3,巳
U+623F,房
U+51A5,冥
U+65EC,旬
U+547C,呼
U+5BB9,容
U+7A31,稱
U+7D42,終
U+8A1F,訟
U+8096,肖
U+81C2,臂
U+75BC,疼
U+7D50,結
U+6838,核
U+9D5D,鵝
U+5375,卵
U+81BF,膿
U+6BD2,毒
U+89E3,解
U+6563,散
U+91DD,針
U+5F79,役
U+759A,疚
U+9115,鄕
U+6A5F,機
U+8F49,轉
U+6FC0,激
U+679D,枝
U+55AE,單
U+975E,非
U+6E2C,測
U+5FCD,忍
U+770B,看
U+8AB0,誰
U+5352,卒
U+8ECA,車
U+9ED8,默
U+8D16,贖
U+53EC,召
U+6279,批
U+66F0,曰
U+529F,功
U+5609,嘉
U+52FF,勿
U+9673,陳
U+F9AB,嶺
U+672B,末
U+6BB5,段
U+9644,附
U+8AED,諭
U+81E3,臣
U+7A3F,稿
U+8A18,記
U+4E03,七
U+80AF,肯
U+81E8,臨
U+51F6,凶
U+5EE2,廢
U+9751,靑
U+796D,祭
U+8B04,謄
U+6CE8,注
U+621A,戚
U+5782,垂
U+96EA,雪
U+885D,衝
U+56AE,嚮
U+61A7,憧
U+5B78,學
U+905E,遞
U+4F73,佳
U+5029,倩
U+7FC1,翁
U+4E43,乃
U+65E9,早
U+7CB2,粲
U+65C1,旁
U+8AD0,諐
U+696D,業
U+7E79,繹
U+53E9,叩
U+68F2,棲
U+9E93,麓
U+793E,社
U+5B3E,嬾
U+62CA,拊
U+6D41,流
U+601B,怛
U+50B7,傷
U+53E4,古
U+5E2B,師
U+5883,境
U+754C,界
U+5BE5,寥
U+843D,落
U+4E56,乖
U+821B,舛
U+798A,禊
U+6703,會
U+7D04,約
U+53F2,史
U+9592,閒
U+8A71,話
U+5408,合
U+5547,啇
U+723B,爻
U+68A2,梢
U+6536,收
U+5237,刷
U+991E,餞
U+8FCE,迎
U+9858,願
U+7532,甲
U+6052,恒
U+51E0,几
U+8ABF,調
U+6383,掃
U+F997,聯
U+9463,鑣
U+6789,枉
U+8F1F,輟
U+589C,墜
U+73CD,珍
U+6613,易
U+F97C,良
U+654F,敏
U+6CC4,泄
U+6B20,欠
U+52FB,勻
U+8FF0,述
U+5E16,帖
U+5E2D,席
U+4F4E,低
U+F907,龜
U+7E2E,縮
U+F9AA,寧
U+6DF9,淹
U+600F,怏
U+571F,土
U+5F90,徐
U+725B,牛
U+9A0E,騎
U+517C,兼
U+4E0E,与
U+5115,儕
U+5718,團
U+6B12,欒
U+51C6,准
U+64EC,擬
U+F934,老
U+60DC,惜
U+6031,怱
U+639B,掛
U+6687,暇
U+5E03,布
U+8ED2,軒
U+8B02,謂
U+4F1A,会
U+F9E0,易
U+51E1,凡
U+8CE2,賢
U+5ACC,嫌
U+5F3A,强
U+F92D,來
U+62D8,拘
U+7DCA,緊
U+65CB,旋
U+6B78,歸
U+666F,景
U+7F3A,缺
U+5FA9,復
U+5100,儀
U+7DFB,緻
U+5B5F,孟
U+539A,厚
U+96F2,雲
U+6D1E,洞
U+67EC,柬
U+68D8,棘
U+6DD1,淑
U+5B8C,完
U+798F,福
U+6158,慘
U+798D,禍
U+6DEB,淫
U+5451,呑
U+8072,聲
U+5B54,孔
U+5316,化
U+6291,抑
U+6148,慈
U+6BCD,母
U+514D,免
U+57CB,埋
U+8DDD,距
U+F918,落
U+5BC4,寄
U+6EAF,溯
U+71BE,熾
U+7109,焉
U+5180,冀
U+9806,順
U+5177,具
U+79C0,秀
U+58EB,士
U+590F,夏
U+51B5,况
U+4F3C,似
U+502B,倫
U+6BD4,比
U+8CF4,賴
U+8089,肉
U+5BA4,室
U+5DEE,差
U+5374,却
U+5FEB,快
U+7626,瘦
U+F969,數
U+59C9,姉
U+6691,暑
U+7D20,素
U+5CF4,峴
U+6CB4,沴
U+5B57,字
U+5E02,市
U+3B57,㭗
U+6CB3,河
U+8A03,訃
U+7678,癸
U+8205,舅
U+5F66,彦
U+624D,才
U+903C,逼
U+62F6,拶
U+6816,栖
U+6DF8,淸
U+6089,悉
U+51CD,凍
U+5FD7,志
U+906E,遮
U+98ED,飭
U+53CD,反
U+8ACB,請
U+4E92,互
U+78E8,磨
U+7CF4,糴
U+7D1B,紛
U+6B86,殆
U+5377,卷
U+F9CD,留
U+5B64,孤
U+592B,夫
U+6D6A,浪
U+8CD3,賓
U+916C,酬
U+811A,脚
U+8DDF,跟
U+6253,打
U+758A,疊
U+6EAB,溫
U+7FD2,習
U+5DE5,工
U+52AA,努
U+9014,途
U+771E,眞
U+7956,祖
U+9694,隔
U+5C91,岑
U+54E5,哥
U+8896,袖
U+F94F,累
U+6AA2,檢
U+91CE,野
U+7D39,紹
U+8E47,蹇
U+8840,血
U+536F,卯
U+904B,運
U+51DC,凜
U+59D4,委
U+7686,皆
U+904A,遊
U+89F8,觸
U+504F,偏
U+773C,眼
U+9010,逐
U+5A36,娶
U+52F8,勸
U+5EFB,廻
U+6236,戶
U+99B4,馴
U+64C7,擇
U+8B80,讀
U+9817,頗
U+52E4,勤
U+5171,共
U+62DB,招
U+8AA4,誤
U+5858,塘
U+88E1,裡
U+80E1,胡
U+5BEB,寫
U+516C,公
U+90DE,郞
U+9000,退
U+718A,熊
U+8C3B,谻
U+54ED,哭
U+7570,異
U+66E9,曩
U+7562,畢
U+7ADF,竟
U+5BF8,寸
U+6EF4,滴
U+4EAC,京
U+5B85,宅
U+95C8,闈
U+665D,晝
U+7720,眠
U+871C,蜜
U+5C4D,屍
U+832B,茫
U+9044,遄
U+4E18,丘
U+5EB6,庶
U+5C55,展
U+4E82,亂
U+69B2,榲
U+FA04,宅
U+65F1,旱
U+708E,炎
U+9177,酷
U+7F6E,置
U+8001,老
U+6666,晦
U+707D,災
U+8D64,赤
U+5617,嘗
U+7530,田
U+820D,舍
U+6230,戰
U+5283,劃
U+6C83,沃
U+6E9D,溝
U+80A1,股
U+6FD5,濕
U+8DE8,跨
U+95D5,闕
U+5F14,弔
U+5606,嘆
U+9BE4,鯤
U+67D3,染
U+9A5A,驚
U+99FF,駿
U+5BFA,寺
U+98DC,飜
U+5EAB,庫
U+907F,避
U+9A45,驅
U+99B3,馳
U+6EFF,滿
U+8139,脹
U+6DFA,淺
U+5F7C,彼
U+84BC,蒼
U+5DF7,巷
U+80E5,胥
U+9A37,騷
U+5C51,屑
U+570B,國
U+5B88,守
U+8B7D,譽
U+611A,愚
U+6C11,民
U+6367,捧
U+7C83,粃
U+7CE0,糠
U+7A37,稷
U+812B,脫
U+8ECD,軍
U+9700,需
U+98E2,飢
U+8AD6,論
U+52C5,勅
U+8907,複
U+5F69,彩
U+7009,瀉
U+80F8,胸
U+8179,腹
U+50F5,僵
U+4EC6,仆
U+6F38,漸
U+8FEB,迫
U+505C,停
U+6C5F,江
U+5546,商
U+8239,船
U+7D1C,紜
U+756A,番
U+9B27,鬧
U+5E45,幅
U+8FE8,迨
U+7A05,稅
U+6B62,止
U+95A4,閤
U+81E5,臥
U+91D1,金
U+9036,逶
U+5E9C,府
U+90B8,邸
U+5947,奇
U+76F4,直
U+7E23,縣
U+68A7,梧
U+82DF,苟
U+59A8,妨
U+699C,榜
U+6ECB,滋
U+9055,違
U+9082,邂
U+9005,逅
U+663B,昻
U+5AC2,嫂
U+7965,祥
U+7B75,筵
U+64A4,撤
U+7587,疇
U+9EC3,黃
U+5B9C,宜
U+7A1F,稟
U+656C,敬
U+81D8,臘
U+7565,略
U+6897,梗
U+69E9,槩
U+58A8,墨
U+5141,允
U+6E5B,湛
U+F95C,樂
U+9D1F,鴟
U+8086,肆
U+6566,敦
U+93E4,鏤
U+6B9E,殞
U+88DC,補
U+6297,抗
U+9854,顔
U+6073,恳
U+9050,遐
U+6BAB,殫
U+679A,枚
U+64E7,擧
U+6222,戢
U+7F9E,羞
U+63AA,措
U+756B,畫
U+5469,呩
U+5CB8,岸
U+8996,視
U+8CBF,貿
U+5805,堅
U+5EE3,廣
U+8CB7,買
U+5BC2,寂
U+F9DA,栗
U+8CBD,貽
U+89BA,覺
U+966A,陪
U+82B1,花
U+F9EA,離
U+6696,暖
U+8F4D,轍
U+4FC2,係
U+6D2A,洪
U+5CB3,岳
U+7B04,笄
U+8CA7,貧
U+53AD,厭
U+6CDB,泛
U+8A16,訖
U+540D,名
U+9B41,魁
U+6377,捷
U+6F6D,潭
U+4E26,並
U+8F61,轡
U+8E30,踰
U+5DBA,嶺
U+7F77,罷
U+5F92,徒
U+8CBB,費
U+58FD,壽
U+9149,酉
U+6D94,涔
U+9264,鉤
U+767B,登
U+4E4D,乍
U+88CF,裏
U+819D,膝
U+5168,全
U+5713,圓
U+F9E4,理
U+6060,恠
U+7259,牙
U+9830,頰
U+66AF,暯
U+853D,蔽
U+5076,偶
U+7591,疑
U+7834,破
U+6D89,涉
U+89BD,覽
U+707E,灾
U+53E3,口
U+7A49,穉
U+7B11,笑
U+5764,坤
U+8A17,託
U+7C73,米
U+5347,升
U+6214,戔
U+5169,兩
U+93E1,鏡
U+9769,革
U+6CBB,治
U+766E,癮
U+75B9,疹
U+6734,朴
U+F9B2,零
U+7389,玉
U+6DE8,淨
U+516D,六
U+96A8,隨
U+5055,偕
U+4F8B,例
U+4E9B,些
U+9B23,鬣
U+5EDF,廟
U+5238,券
U+8EF8,軸
U+4FFE,俾
U+65FA,旺
U+994B,饋
U+5999,妙
U+9589,閉
U+50BE,傾
U+6684,暄
U+7FD4,翔
U+6ADB,櫛
U+865E,虞
U+5E72,干
U+50EE,僮
U+6583,斃
U+7627,瘧
U+9B3C,鬼
U+6101,愁
U+5510,唐
U+4E86,了
U+531D,匝
U+4EC1,仁
U+552F,唯
U+F95D,諾
U+619A,憚
U+6A19,標
U+62B1,抱
U+9664,除
U+4F08,伈
U+4FD4,俔
U+64D4,擔
U+95A3,閣
U+629B,抛
U+8F29,輩
U+807D,聽
U+5118,儘
U+52C9,勉
U+5957,套
U+7553,畓
U+58FB,壻
U+6674,晴
U+74E6,瓦
U+8D8A,越
U+677F,板
U+6728,木
U+6750,材
U+91AC,醬
U+6D77,海
U+9B5A,魚
U+72A2,犢
U+4E6D,乭
U+724C,牌
U+6284,抄
U+F92B,狼
U+8C9D,貝
U+5468,周
U+65A4,斤
U+901F,速
U+5761,坡
U+63A8,推
U+6349,捉
U+F9C4,龍
U+80B1,肱
U+9ED1,黑
U+5857,塗
U+5FCC,忌
U+5C5B,屛
U+6557,敗
U+6821,校
U+5B98,官
U+805A,聚
U+F941,論
U+4FD7,俗
U+7F8E,美
U+8B1B,講
U+4E58,乘
U+9A55,驕
U+55AA,喪
U+5E81,庁
U+7682,皂
U+83EB,菫
U+520A,刊
U+5370,印
U+7B46,筆
U+67C4,柄
U+677E,松
U+50E7,僧
U+67D0,某
U+6885,梅
U+7523,産
U+7D66,給
U+5CA9,岩
U+F9B4,領
U+5DFE,巾
U+79FB,移
U+74E2,瓢
U+8E72,蹲
U+6064,恤
U+96A3,隣
U+633E,挾
U+5BD3,寓
U+7A14,稔
U+5146,兆
U+51B7,冷
U+7658,癘
U+4EA1,亡
U+6D66,浦
U+9075,遵
U+9F0E,鼎
U+67E9,柩
U+5224,判
U+6D19,洙
U+6CEE,泮
U+58C1,壁
U+5410,吐
U+666C,晬
U+7537,男
U+6197,憗
U+F95F,寧
U+F9DE,吏
U+5175,兵
U+9293,銓
U+9594,閔
U+5B58,存
U+85A6,薦
U+7AA0,窠
U+60E1,惡
U+8584,薄
U+70AF,炯
U+4F4D,位
U+F9CA,流
U+914D,配
U+653E,放
U+6551,救
U+6756,杖
U+7AC4,竄
U+8B2B,謫
U+7AE3,竣
U+F97E,量
U+5005,倅
U+6A21,模
U+7A98,窘
U+675F,束
U+7DB1,綱
U+898F,規
U+9F4A,齊
U+5B87,宇
U+6797,林
U+85EA,藪
U+690D,植
U+9ED9,黙
U+7981,禁
U+914C,酌
U+5078,偸
U+9699,隙
U+7C21,簡
U+6247,扇
U+7384,玄
U+7B0F,笏
U+73A9,玩
U+98DF,食
U+7BE4,篤
U+9650,限
U+F92A,浪
U+865B,虛
U+8AD2,諒
U+6C99,沙
U+7684,的
U+5BB3,害
U+864E,虎
U+614E,慎
U+518A,冊
U+6DF3,淳
U+7A7A,空
U+7CAE,粮
U+6E21,渡
U+3833,㠳
U+8513,蔓
U+4EC4,仄
U+75AB,疫
U+8C4A,豊
U+9952,饒
U+8CB8,貸
U+6F20,漠
U+576A,坪
U+6548,效
U+8003,考
U+8F13,輓
U+8A5E,詞
U+8993,覓
U+7B87,箇
U+5E79,幹
U+52D9,務
U+F9A2,廉
U+7AE5,童
U+7881,碁
U+5C40,局
U+9B2A,鬪
U+5915,夕
U+6775,杵
U+58BB,墻
U+5BE2,寢
U+7518,甘
U+5F62,形
U+620D,戍
U+524A,削
U+4EE3,代
U+79F0,称
U+90A6,邦
U+8B58,識
U+535A,博
U+5955,奕
U+6E38,游
U+6231,戱
U+5EF3,廳
U+5EDB,廛
U+5049,偉
U+78A9,碩
U+609B,悛
U+8A50,詐
U+8D74,赴
U+5229,利
U+5FD8,忘
U+8A1D,訝
U+F92E,冷
U+6F5B,潛
U+5F0A,弊
U+542B,含
U+820C,舌
U+6DF7,混
U+96DC,雜
U+6CE5,泥
U+6FD8,濘
U+8DCB,跋
U+6E1B,減
U+7FFC,翼
U+9CE7,鳧
U+8463,董
