Unicode,Char
U+5775,坵
U+59EA,姪
U+4E0B,下
U+53BB,去
U+543E,吾
U+6B32,欲
U+540C,同
U+5F80,往
U+9B23,鬣
U+5B50,子
U+5948,奈
U+5341,十
U+5206,分
U+5584,善
U+8ABF,調
U+5F3A,强
U+9032,進
U+7CA5,粥
U+98EF,飯
U+901F,速
U+5E95,底
U+75CA,痊
U+F966,復
U+5343,千
U+842C,萬
U+4E3B,主
U+F934,老
U+5144,兄
U+5019,候
U+6493,撓
U+751A,甚
U+62DC,拜
U+F9FA,狀
U+6068,恨
U+4E8C,二
U+68D8,棘
U+4FF1,俱
U+6301,持
U+91D1,金
U+F9CD,留
U+5E7E,幾
U+4ECA,今
U+9084,還
U+6B78,歸
U+916C,酬
U+61C9,應
U+9918,餘
U+618A,憊
U+82F6,苶
U+8349,草
U+7A76,究
U+4E09,三
U+6708,月
U+4E94,五
U+666F,景
U+9F9C,龜
U+5C71,山
U+5BD3,寓
U+69BB,榻
U+5B63,季
U+541B,君
U+5949,奉
U+8B1D,謝
U+72C0,狀
U+F990,戀
U+4E2D,中
U+66F8,書
U+4ECD,仍
U+6089,悉
U+6625,春
U+95CC,闌
U+4F8D,侍
U+5C65,履
U+52DD,勝
U+7B2C,第
U+7BC0,節
U+5951,契
U+95CA,闊
U+826F,良
U+8271,艱
U+5115,儕
U+901A,通
U+60A3,患
U+96A8,隨
U+8655,處
U+9806,順
U+53D7,受
U+6BB5,段
U+5F7C,彼
U+52D5,動
U+65B9,方
U+62B5,抵
U+76E1,盡
U+8005,者
U+5B64,孤
U+7570,異
U+9115,鄕
U+958B,開
U+53E3,口
U+8015,耕
U+755D,畝
U+64AD,播
U+79E7,秧
U+80FD,能
U+4F9D,依
U+624B,手
U+7A2E,種
U+95DC,關
U+5FC3,心
U+5DF2,已
U+5340,區
U+5283,劃
U+76F8,相
U+8CC7,資
U+85C9,藉
U+6B4E,歎
U+5484,咄
U+9803,頃
U+966A,陪
U+53D4,叔
U+806F,聯
U+7FE9,翩
U+6B65,步
U+6B66,武
U+4F5C,作
U+9237,鈷
U+9267,鉧
U+9AD8,高
U+5CFD,峽
U+9698,隘
U+5408,合
U+751F,生
U+5C45,居
U+4F46,但
U+5DD6,巖
U+77F3,石
U+7A88,窈
U+7A95,窕
U+6EAA,溪
U+660E,明
U+6D0C,洌
U+76E4,盤
U+65CB,旋
U+7D04,約
U+8A85,誅
U+8305,茅
U+5473,味
U+7AAE,窮
U+7A98,窘
U+529B,力
U+8FA6,辦
U+53EA,只
U+4ED8,付
U+7A7A,空
U+8FE4,迤
U+5411,向
U+9F8D,龍
U+6F6D,潭
U+51E1,凡
U+56DB,四
U+8FD4,返
U+6C34,水
U+5A1B,娛
U+723D,爽
U+9813,頓
U+5FD8,忘
U+5026,倦
U+8E38,踸
U+8E14,踔
U+516D,六
U+91CC,里
U+5C19,尙
U+8607,蘇
U+7B11,笑
U+6E38,游
U+9A37,騷
U+7D76,絶
U+898B,見
U+9B31,鬱
U+56E0,因
U+524D,前
U+F996,練
U+7965,祥
U+5B9C,宜
U+7684,的
U+5148,先
U+5DDD,川
U+5448,呈
U+5B98,官
U+7A1F,稟
U+6C7A,決
U+4E91,云
U+5916,外
U+7D20,素
U+F9B6,禮
U+5DE5,工
U+5B9A,定
U+65E9,早
U+6669,晩
U+516B,八
U+516C,公
U+8870,衰
U+5883,境
U+8CBB,費
U+92B7,銷
U+59A8,妨
U+5374,却
U+771E,眞
U+5BE6,實
U+592B,夫
U+60B6,悶
U+4E5F,也
U+5B97,宗
U+5F9E,從
U+9644,附
U+60DF,惟
U+7167,照
U+4EAE,亮
U+4E01,丁
U+5344,卄
U+4F2F,伯
U+4EF2,仲
U+F9E1,李
U+5EF6,延
U+57F7,執
U+8B39,謹
U+518D,再
U+4E0A,上
U+4F0F,伏
U+5BE9,審
U+975C,靜
U+990A,養
U+9AD4,體
U+4EF0,仰
U+6155,慕
U+81F3,至
U+4EC1,仁
U+5F79,役
U+F99A,連
U+5C55,展
U+6383,掃
U+660F,昏
U+846C,葬
U+7169,煩
U+7E1B,縛
U+5167,內
U+6C68,汨
U+96D6,雖
U+6B21,次
U+62FE,拾
U+5168,全
U+589C,墜
U+58AE,墮
U+6050,恐
U+81EA,自
U+62D4,拔
U+65BC,於
U+627F,承
U+654E,敎
U+5EB6,庶
U+6666,晦
U+7368,獨
U+9F4B,齋
U+6C0F,氏
U+8AAA,說
U+8207,與
U+7D93,經
U+7FA9,義
U+53CA,及
U+9000,退
U+9055,違
U+5F1F,弟
U+5352,卒
U+54ED,哭
U+9664,除
U+670D,服
U+904E,過
U+4E45,久
U+7DC7,緇
U+52E2,勢
U+82DF,苟
U+59D1,姑
U+5C07,將
U+975E,非
U+5C08,專
U+51FA,出
U+5F91,徑
U+76F4,直
U+7386,玆
U+9304,錄
U+5225,別
U+7D19,紙
U+8CDC,賜
U+9451,鑑
U+7532,甲
U+7533,申
U+621A,戚
U+5FD9,忙
U+5B6B,孫
U+5A66,婦
U+592D,夭
U+6158,慘
U+77E3,矣
U+8C48,豈
U+5944,奄
U+5FFD,忽
U+54C9,哉
U+8A03,訃
U+8DEF,路
U+9047,遇
U+5C24,尤
U+75DB,痛
U+9A45,驅
U+99B3,馳
U+6CC1,況
U+6BCB,毋
U+640D,損
U+904B,運
U+67E9,柩
U+5152,兒
U+501F,借
U+8ECD,軍
U+F98C,歷
U+9577,長
U+9867,顧
U+9053,道
U+75AB,疫
U+71BE,熾
U+71B3,熳
U+885D,衝
U+72AF,犯
U+55AA,喪
U+6210,成
U+6BAF,殯
U+982D,頭
U+6728,木
U+820A,舊
U+58D9,壙
U+6B0A,權
U+8B70,議
U+7A86,窆
U+7A69,穩
U+4FBF,便
U+597D,好
U+7236,父
U+65B7,斷
U+6398,掘
U+574E,坎
U+4FDF,俟
U+84CB,蓋
U+5B89,安
U+75D8,痘
U+5165,入
U+6751,村
U+88CF,裏
U+96E3,難
U+F9D1,六
U+767C,發
U+9777,靷
U+4E03,七
U+5230,到
U+6CBB,治
U+671F,期
U+5F0F,式
U+F907,龜
U+7D0D,納
U+53F2,史
U+53E2,叢
U+7586,疆
U+9854,顔
U+53D6,取
U+56F0,困
U+4EE4,令
U+6168,慨
U+547D,命
U+60F3,想
U+69EA,槪
U+61F7,懷
U+7A05,稅
U+9580,門
U+5C48,屈
U+4FC2,係
U+7587,疇
U+8D8A,越
U+6C5F,江
U+6230,戰
U+8036,耶
U+6E20,渠
U+5E74,年
U+8B80,讀
U+6574,整
U+6536,收
U+8AB2,課
U+8A08,計
U+5404,各
U+805A,聚
U+5730,地
U+60A0,悠
U+7740,着
U+7DD6,緖
U+6D6E,浮
U+6CDB,泛
U+5E72,干
U+79CB,秋
U+52D9,務
U+89BA,覺
U+80F8,胸
U+8306,茆
U+F96C,塞
U+76CA,益
U+F9EA,離
U+6563,散
U+6F38,漸
U+F9E0,易
U+851A,蔚
U+99AC,馬
U+5B5F,孟
U+4F11,休
U+66AB,暫
U+5BC4,寄
U+4E5D,九
U+66E9,曩
U+95D5,闕
U+5974,奴
U+6B4A,歊
U+71B1,熱
U+8D77,起
U+6170,慰
U+8FEA,迪
U+64EC,擬
U+907F,避
U+6691,暑
U+643A,携
U+5F66,彦
U+7559,留
U+8F12,輒
U+611F,感
U+6578,數
U+5DEE,差
U+5BA4,室
U+75C5,病
U+53C8,又
U+7627,瘧
U+98DF,食
U+547B,呻
U+6101,愁
U+9EA5,麥
U+544A,告
U+7F44,罄
U+F965,便
U+8C50,豐
U+4E10,丐
U+50AC,催
U+7763,督
U+706B,火
U+63AA,措
U+7F6E,置
U+5384,厄
U+514D,免
U+517C,兼
U+4FDD,保
U+696D,業
U+8FF0,述
U+9817,頗
U+5112,儒
U+5C0E,導
U+6291,抑
U+79D1,科
U+64E7,擧
U+5931,失
U+592A,太
U+6C92,沒
U+5C0F,小
U+5B78,學
U+8AA8,誨
U+500B,個
U+8108,脈
U+633D,挽
U+505A,做
U+7F3A,缺
U+756A,番
U+6192,憒
U+5EE2,廢
U+4E4D,乍
U+5802,堂
U+770B,看
U+F98E,年
U+773C,眼
U+5FAE,微
U+8A8D,認
U+8010,耐
U+7109,焉
U+6DF1,深
U+6127,愧
U+906D,遭
U+5236,制
U+4FEE,修
U+5177,具
U+6E56,湖
U+F96D,省
U+95B1,閱
U+963B,阻
U+4FE1,信
U+77BB,瞻
U+6200,戀
U+60E0,惠
U+554F,問
U+51B2,冲
U+88D5,裕
U+5EB8,庸
U+7009,瀉
U+6D94,涔
U+5EA6,度
U+4E9B,些
U+FA00,切
U+8FFD,追
U+518A,冊
U+8A9E,語
U+5922,夢
U+5BD0,寐
U+6190,憐
U+793A,示
U+8AED,諭
U+7DF4,練
U+79AE,禮
U+4E43,乃
U+6731,朱
U+7B54,答
U+66FE,曾
U+5EB5,庵
U+5275,創
U+79AB,禫
U+8AD6,論
U+7AEF,端
U+6613,易
U+611A,愚
U+4EA5,亥
U+5617,嘗
U+5076,偶
U+5C0B,尋
U+535A,博
U+8A62,詢
U+63A1,採
U+63A7,控
U+9069,適
U+4EE3,代
U+795E,神
U+5E03,布
U+5BA3,宣
U+4E19,丙
U+5348,午
U+5149,光
U+9756,靖
U+F978,兩
U+7247,片
U+61F6,懶
U+5831,報
U+5E02,市
U+642C,搬
U+79FB,移
U+52A0,加
U+7B56,策
U+7267,牧
U+7F88,羈
U+6D6A,浪
U+5B58,存
U+4EA1,亡
U+7C6C,籬
U+5433,吳
U+F981,女
U+6C5D,汝
U+53AD,厭
U+50C5,僅
U+89D2,角
U+8278,艸
U+5FCC,忌
U+7940,祀
U+8FEB,迫
U+7A0D,稍
U+6562,敢
U+53C3,參
U+6BDB,毛
U+8001,老
U+6D1E,洞
U+5893,墓
U+8A2D,設
U+6DE8,淨
U+6AA2,檢
U+606F,息
U+5DE1,巡
U+81F4,致
U+65B0,新
U+9662,院
U+8072,聲
U+59D3,姓
U+540D,名
U+5F6C,彬
U+578D,垍
U+6BD4,比
U+64FE,擾
U+6B8A,殊
U+60DC,惜
U+9670,陰
U+52FF,勿
U+8AC7,談
U+8B14,謔
U+671B,望
U+4E08,丈
U+5E2D,席
U+7E23,縣
U+6771,東
U+75A2,疢
U+75BE,疾
U+5E38,常
U+6B72,歲
U+5E8F,序
U+754F,畏
U+675C,杜
U+F946,牢
U+5915,夕
U+56C8,囈
U+6C60,池
U+903E,逾
U+9081,邁
U+964B,陋
U+8499,蒙
U+5C0A,尊
U+6148,慈
U+7E7C,繼
U+52E4,勤
U+6DFA,淺
U+52A3,劣
U+5FA9,復
U+7AE6,竦
U+96E8,雨
U+7166,煦
U+71D5,燕
U+798F,福
U+8C41,豁
U+5FB7,德
U+8350,荐
U+798D,禍
U+758A,疊
U+529F,功
U+7DE6,緦
U+50B7,傷
U+6D19,洙
U+6182,憂
U+7D05,紅
U+75B9,疹
U+7642,療
U+6276,扶
U+6551,救
U+6DFB,添
U+673D,朽
U+85BE,薾
U+6EAB,溫
U+7E79,繹
U+9F0E,鼎
U+5668,器
U+655D,敝
U+5B87,宇
U+5055,偕
U+770A,眊
U+76DB,盛
U+6094,悔
U+7957,祗
U+89AA,親
U+51E0,几
U+6848,案
U+63D0,提
U+60F0,惰
U+FA06,暴
U+68C4,棄
U+679C,果
U+F97C,良
U+61AB,憫
U+88AB,被
U+62C8,拈
U+8CC0,賀
U+7372,獲
U+5DE6,左
U+715E,煞
U+9162,酢
U+9592,閒
U+5BA2,客
U+8109,脉
U+5C0D,對
U+907D,遽
U+4ECB,介
U+F939,魯
U+6703,會
U+5C64,層
U+8E6C,蹬
U+6B63,正
U+723E,爾
U+8FA8,辨
U+7316,猖
U+7357,獗
U+80E4,胤
U+63A5,接
U+672C,本
U+5C5B,屛
U+864E,虎
U+9676,陶
U+F9AE,瑩
U+752B,甫
U+8D74,赴
U+4E8E,于
U+5750,坐
U+5F92,徒
U+62CD,拍
U+666E,普
U+7D50,結
U+7AA0,窠
U+5B88,守
U+58FD,壽
U+57CE,城
U+6273,扳
U+61C7,懇
U+6BBA,殺
U+5BB9,容
U+596A,奪
U+61CA,懊
U+7701,省
U+96C6,集
U+91D0,釐
U+62D6,拖
U+514B,克
U+89BD,覽
U+5C31,就
U+672B,末
U+52D8,勘
U+7336,猶
U+5546,商
U+6A19,標
U+8B58,識
U+5E77,幷
U+5BD2,寒
U+6684,暄
U+6D89,涉
U+7E41,繁
U+7E1F,縟
U+7565,略
U+7C21,簡
U+6F54,潔
U+7E59,繙
U+4E86,了
U+7D2C,紬
U+8B66,警
U+8500,蔀
U+878D,融
U+504F,偏
U+9762,面
U+7ADD,竝
U+4FFE,俾
U+8FF7,迷
U+7ACA,竊
U+8604,蘄
U+689D,條
U+7325,猥
U+9EDE,點
U+6212,戒
U+9298,銘
U+795B,祛
U+5FB9,徹
U+8B1B,講
U+818F,膏
U+8093,肓
U+6D17,洗
U+8CA0,負
U+7737,眷
U+67F3,柳
U+5BDF,察
U+7CBE,精
U+784F,硏
U+6B62,止
U+6C42,求
U+8A17,託
U+7948,祈
U+88C1,裁
U+7DE3,緣
U+8B04,謄
U+5BEB,寫
U+7CF6,糶
U+9CF4,鳴
U+7525,甥
U+9928,館
U+F941,論
U+97F3,音
U+7D22,索
U+65E8,旨
U+6687,暇
U+89C0,觀
U+7375,獵
U+4ED6,他
U+591C,夜
U+71C8,燈
U+7735,眵
U+7956,祖
U+6750,材
U+5009,倉
U+6599,料
U+88FD,製
U+714E,煎
U+534A,半
U+8CAC,責
U+6548,效
U+758F,疏
U+858F,薏
U+82E1,苡
U+5984,妄
U+65BD,施
U+6211,我
U+5357,南
U+98DB,飛
U+4F47,佇
U+6E1B,減
U+8B8A,變
U+6CB3,河
U+59E8,姨
U+6BCD,母
U+75C7,症
U+4ED4,仔
U+7D30,細
U+81CD,臍
U+8272,色
U+8A73,詳
U+8F09,載
U+91AB,醫
U+8AF1,諱
U+8A18,記
U+6FA4,澤
U+80CE,胎
U+7078,灸
U+8118,脘
U+58EF,壯
U+986F,顯
U+582A,堪
U+5143,元
U+653B,攻
U+7A4D,積
U+6557,敗
U+5F54,彔
U+8C46,豆
U+61F8,懸
U+5F35,張
U+5BBF,宿
U+570B,國
U+8C37,谷
U+7FCC,翌
U+84EE,蓮
U+96AA,險
U+8E30,踰
U+6D1B,洛
U+5CF4,峴
U+59D4,委
U+9B6F,魯
U+6DF5,淵
U+6843,桃
U+6EC4,滄
U+6851,桑
U+60B2,悲
U+576A,坪
U+96F2,雲
U+6C11,民
U+515F,兟
U+51F6,凶
U+5973,女
U+8C8C,貌
U+75B2,疲
U+9ED1,黑
U+541F,吟
U+9014,途
U+9072,遲
U+6EEF,滯
U+661F,星
U+5DDE,州
U+4F3B,伻
U+9054,達
U+7406,理
U+9677,陷
U+4E18,丘
U+8352,荒
U+98E2,飢
U+9913,餓
U+7DBF,綿
U+675F,束
U+7DE9,緩
U+605A,恚
U+5FFF,忿
U+62D8,拘
U+9010,逐
U+6BCF,每
U+6B77,歷
U+6307,指
U+639B,掛
U+7B20,笠
U+5E3D,帽
U+7ACB,立
U+56DE,回
U+5962,奢
U+5BC2,寂
U+95C8,闈
U+5EB7,康
U+5BE7,寧
U+52FB,勻
U+5FFB,忻
U+584A,塊
U+671D,朝
U+4EA4,交
U+53F3,右
U+6E90,源
U+F95C,樂
U+8A4E,詎
U+6DAF,涯
U+6F32,漲
U+6CE5,泥
U+64A4,撤
U+4F0A,伊
U+4F01,企
U+8CE2,賢
U+5B5D,孝
U+5BF6,寶
U+8AD2,諒
U+8A31,許
U+4E4F,乏
U+5606,嘆
U+77ED,短
U+5E45,幅
U+8FC4,迄
U+672D,札
U+8CBA,貺
U+8A69,詩
U+9996,首
U+5F15,引
U+50E7,僧
U+6F66,潦
U+7389,玉
U+F9BE,料
U+8EAB,身
U+53E4,古
U+903C,逼
U+81FC,臼
U+5140,兀
U+5480,咀
U+56BC,嚼
U+4E88,予
U+8A5E,詞
U+91C7,采
U+6DF8,淸
U+9E97,麗
U+53E5,句
U+6627,昧
U+91CB,釋
U+7834,破
U+539A,厚
U+8AFE,諾
U+9919,餙
U+5AEB,嫫
U+6EC2,滂
U+6D87,涇
U+6108,愈
U+919C,醜
U+6FC1,濁
U+942B,鐫
U+71B9,熹
U+6E3A,渺
U+4F4E,低
U+8E0F,踏
U+6705,朅
U+5B71,孱
U+6295,投
U+4FDB,俛
U+97D3,韓
U+811A,脚
U+8A87,誇
U+821C,舜
U+5BFA,寺
U+623F,房
U+98EE,飮
U+5BE2,寢
U+7761,睡
U+98A8,風
U+7AE2,竢
U+F94F,累
U+7126,焦
U+5065,健
U+68B3,梳
U+4EAC,京
U+820D,舍
U+624D,才
U+985E,類
U+7A0B,程
U+79DF,租
U+99C4,駄
U+725B,牛
U+8F9B,辛
U+5377,卷
U+8CB7,買
U+7553,畓
U+6C38,永
U+7279,特
U+8EEB,軫
U+5834,場
U+5F0A,弊
U+767D,白
U+50B3,傳
U+7BC7,篇
U+898F,規
U+4F8B,例
U+9591,閑
U+80E1,胡
U+4E82,亂
U+5D14,崔
U+58EB,士
U+6BC5,毅
U+920D,鈍
U+6CB9,油
U+829A,芚
U+8208,興
U+9022,逢
U+70CF,烏
U+63A2,探
U+50F9,價
U+5EE3,廣
U+58BA,墺
U+6176,慶
U+5E8A,床
U+5100,儀
U+8C4A,豊
U+9A0E,騎
U+5C3A,尺
U+9699,隙
U+F9B3,靈
U+8F49,轉
U+53A5,厥
U+6F22,漢
U+7CAE,粮
U+7D66,給
U+5CA9,岩
U+8CFA,賺
U+3656,㙖
U+6298,折
U+5EAD,庭
U+6B7B,死
U+58DF,壟
U+508D,傍
U+4FEF,俯
U+5782,垂
U+912D,鄭
U+54C0,哀
U+4EFB,任
U+8AA0,誠
U+78A9,碩
U+885B,衛
U+68E3,棣
U+7C97,粗
U+60B4,悴
U+5D07,崇
U+807D,聽
U+4FD7,俗
U+758E,疎
U+8DA8,趨
U+57DF,域
U+64AB,撫
U+8EAC,躬
U+22960,𢥠
U+860A,蘊
U+8AD0,諐
U+620A,戊
U+620C,戌
U+671E,朞
U+5EA7,座
U+727D,牽
U+63A3,掣
U+5169,兩
U+654D,敍
U+6083,悃
U+81E5,臥
U+65C5,旅
U+8AB0,誰
U+6664,晤
U+FA0B,廓
U+89B2,覲
U+9694,隔
U+8D81,趁
U+62BD,抽
U+759A,疚
U+8B77,護
U+8052,聒
U+54B3,咳
U+55FD,嗽
U+6B20,欠
U+9322,錢
U+7DE1,緡
U+526F,副
U+5E9C,府
U+7AF9,竹
U+6756,杖
U+7E94,纔
U+5C6C,屬
U+795D,祝
U+4E11,丑
U+F90A,金
U+656C,敬
U+4EF6,件
U+5F62,形
U+602A,怪
U+8A6D,詭
U+738B,王
U+8944,襄
U+59A3,妣
U+51A4,冤
U+6EAF,溯
U+721B,爛
U+632F,振
U+525D,剝
U+9650,限
U+617D,慽
U+8A0A,訊
U+590F,夏
U+9460,鑠
U+6CE3,泣
U+9F52,齒
U+6B47,歇
U+9DB4,鶴
U+99D5,駕
U+9E93,麓
U+8A1F,訟
U+96BB,隻
U+535E,卞
U+62FD,拽
U+4E5E,乞
U+60F1,惱
U+6B86,殆
U+66FF,替
U+8046,聆
U+535C,卜
U+5018,倘
U+907A,遺
U+5B69,孩
U+6059,恙
U+4E16,世
U+5E87,庇
U+7387,率
U+539F,原
U+58EC,壬
U+5BC5,寅
U+50C9,僉
U+5BC6,密
U+F9A8,令
U+8170,腰
U+61FC,懼
U+91AE,醮
U+F9DD,利
U+5E36,帶
U+62C2,拂
U+7DB4,綴
U+8A2A,訪
U+8DEB,跫
U+992A,餪
U+8A0E,討
U+59CA,姊
U+52A9,助
U+5EDA,廚
U+6D77,海
U+8518,蔘
U+F905,串
U+55DC,嗜
U+8CDE,賞
U+F9F6,臨
U+64A5,撥
U+5999,妙
U+8FB0,辰
U+8205,舅
U+7A1A,稚
U+653F,政
U+7AE5,童
U+5E16,帖
U+4F9B,供
U+F94B,屢
U+6069,恩
U+60F6,惶
U+609A,悚
U+8B00,謀
U+66F9,曹
U+540E,后
U+8ED2,軒
U+8584,薄
U+66AE,暮
U+65C6,旆
U+8EA1,躡
U+5875,塵
U+6821,校
U+89F8,觸
U+7259,牙
U+9830,頰
U+4E58,乘
U+8086,肆
U+64C1,擁
U+695A,楚
U+7ABA,窺
U+6236,戶
U+F902,車
U+60B5,悵
U+9119,鄙
U+9D08,鴈
U+606C,恬
U+541D,吝
U+96B7,隷
U+60B0,悰
U+4E59,乙
U+5DF3,巳
U+4E9F,亟
U+83EF,華
U+67FB,査
U+6797,林
U+8896,袖
U+63A8,推
U+5468,周
U+80AF,肯
U+8CB4,貴
U+5861,塡
U+731D,猝
U+85CF,藏
U+5074,側
U+708E,炎
U+9177,酷
U+5319,匙
U+7BB8,箸
U+897F,西
U+5858,塘
U+9B92,鮒
U+9B5A,魚
U+6EFF,滿
U+6349,捉
U+6392,排
U+6C37,氷
U+8CBF,貿
U+5C3E,尾
U+7681,皁
U+5937,夷
U+843D,落
U+9149,酉
U+57E6,埦
U+7A3D,稽
U+9859,顙
U+F983,旅
U+65AF,斯
U+59BB,妻
U+6F20,漠
U+5E7D,幽
U+5954,奔
U+6AEC,櫬
U+6232,戲
U+64D4,擔
U+7D2F,累
U+5192,冒
U+7F54,罔
U+9AA8,骨
U+5929,天
U+4E4E,乎
U+61BE,憾
U+9059,遙
U+60BC,悼
U+6D95,涕
U+819D,膝
U+5409,吉
U+7F6A,罪
U+6EC5,滅
U+9723,霣
U+64C7,擇
U+5A01,威
U+5317,北
U+584B,塋
U+832B,茫
U+865F,號
U+615F,慟
U+8A34,訴
U+81C6,臆
U+54E1,員
U+82EB,苫
U+905E,遞
U+6500,攀
U+5D29,崩
U+9695,隕
U+5F3C,弼
U+8861,衡
U+7531,由
U+8FFA,迺
U+5024,値
U+8FCE,迎
U+5553,啓
U+969B,際
U+7D3C,紼
U+856A,蕪
U+8F9C,辜
U+5FF1,忱
U+9818,領
U+8986,覆
U+6606,昆
U+5747,均
U+9811,頑
U+F971,辰
U+6E98,溘
U+9C57,鱗
U+4E39,丹
U+8377,荷
U+65A5,斥
U+571F,土
U+991E,餞
U+589E,增
U+7949,祉
U+5360,占
U+4FC4,俄
U+8E54,蹔
U+50BE,傾
U+8DCC,跌
U+557B,啻
U+9038,逸
U+F9DF,履
U+971C,霜
U+796D,祭
U+5960,奠
U+55A9,喩
U+614E,慎
U+95E1,闡
U+670B,朋
U+53CB,友
U+5E9A,庚
U+62CA,拊
U+6084,悄
U+6416,搖
U+53EB,叫
U+65EC,旬
U+84B2,蒲
U+96F6,零
U+9EE5,黥
U+5216,刖
U+8D16,贖
U+52C9,勉
U+93AD,鎭
U+60FB,惻
U+F9D4,倫
U+74E2,瓢
U+8A84,誄
U+5C01,封
U+F926,臘
U+60A2,悢
U+9732,露
U+6FE1,濡
U+8178,腸
U+804A,聊
U+4EF7,价
U+6CB4,沴
U+822C,般
U+62B1,抱
U+559C,喜
U+7C37,簷
U+5371,危
U+7184,熄
U+5272,割
U+80D6,胖
U+8F15,輕
U+9707,震
U+5141,允
U+5947,奇
U+6F0F,漏
U+59FB,姻
U+4F84,侄
U+4F50,佐
U+90DE,郞
U+8D85,超
U+8011,耑
U+8339,茹
U+8B01,謁
U+7FC1,翁
U+5E2B,師
U+5BC3,寃
U+8972,襲
U+862D,蘭
U+9858,願
U+9020,造
U+606D,恭
U+865B,虛
U+65CF,族
U+6043,恃
U+6115,愕
U+80CC,背
U+6467,摧
U+6FF6,濶
U+8F03,較
U+5ABF,媿
U+68A2,梢
U+8431,萱
U+901E,逞
U+61A4,憤
U+8CA2,貢
U+8385,莅
U+8FB1,辱
U+60CB,惋
U+8CF4,賴
U+7E22,縢
U+609F,悟
U+6258,托
U+50DA,僚
U+777F,睿
U+8B28,謨
U+5F18,弘
U+71ED,燭
U+9F4A,齊
U+7B75,筵
U+9249,鉉
U+5B8C,完
U+62D9,拙
U+66F2,曲
U+9673,陳
U+7678,癸
U+9ED9,黙
U+9761,靡
U+97AD,鞭
U+651D,攝
U+75FC,痼
U+7FD2,習
U+5DE7,巧
U+7FA4,群
U+8DA3,趣
U+6590,斐
U+7E8C,續
U+6B3E,款
U+530F,匏
U+7E6B,繫
U+96DC,雜
U+67EC,柬
U+667A,智
U+6CD5,法
U+5370,印
U+8D70,走
U+6D3B,活
U+90ED,郭
U+985A,顚
U+9810,預
U+8CA1,財
U+4FF5,俵
U+50B5,債
U+7F8E,美
U+6614,昔
U+73CD,珍
U+9063,遣
U+932B,錫
U+9B44,魄
U+F9E4,理
U+9091,邑
U+62ED,拭
U+6D88,消
U+9EC3,黃
U+646F,摯
U+5DE8,巨
U+838A,莊
U+8AA6,誦
U+F9D8,律
U+79C0,秀
U+6B23,欣
U+904A,遊
U+7A74,穴
U+8A23,訣
U+6C99,沙
U+5000,倀
U+75BC,疼
U+611B,愛
U+970E,霎
U+5BB0,宰
U+8056,聖
U+55AE,單
U+636E,据
U+8B02,謂
U+64CD,操
U+54C2,哂
U+5171,共
U+769C,皜
U+7779,睹
U+8513,蔓
U+F976,略
U+8A55,評
U+6D41,流
U+8CAB,貫
U+8840,血
U+60E1,惡
U+840E,萎
U+812B,脫
U+6A0A,樊
U+7C60,籠
U+9675,陵
U+6C88,沈
U+97FF,響
U+9016,逖
