Unicode,Char
U+81BA,膺
U+4EAB,享
U+67AF,枯
U+8988,覈
U+5B7A,孺
U+4E95,井
U+947F,鑿
U+719F,熟
U+8C3F,谿
U+6055,恕
U+4E92,互
U+8A02,訂
U+7B87,箇
U+7FF0,翰
U+62AB,披
U+6714,朔
U+5DE2,巢
U+5375,卵
U+8FF8,迸
U+5F31,弱
U+8D99,趙
U+95A4,閤
U+4F09,伉
U+5137,儷
U+9178,酸
U+7DB2,網
U+8569,蕩
U+722D,爭
U+5DFE,巾
U+7BCB,篋
U+5BE5,寥
U+856D,蕭
U+5BB4,宴
U+6789,枉
U+8DDD,距
U+6CE8,注
U+5E7C,幼
U+8F1D,輝
U+664F,晏
U+53E6,另
U+F997,聯
U+6795,枕
U+61E3,懣
U+8E44,蹄
U+6FDF,濟
U+F92F,勞
U+8ABC,誼
U+7981,禁
U+51C4,凄
U+85E4,藤
U+967D,陽
U+73A9,玩
U+5075,偵
U+9F4E,齎
U+54A8,咨
U+6696,暖
U+4ED5,仕
U+5118,儘
U+56AE,嚮
U+84EC,蓬
U+84FD,蓽
U+5F48,彈
U+51A0,冠
U+973D,霽
U+733F,猿
U+6028,怨
U+8CBD,貽
U+505C,停
U+7E55,繕
U+9751,靑
U+76E3,監
U+520A,刊
U+6582,斂
U+8FEC,迬
U+8DE8,跨
U+8E76,蹶
U+589D,墝
U+57C6,埆
U+84F0,蓰
U+6BC1,毁
U+548E,咎
U+4E56,乖
U+9EE8,黨
U+53F8,司
U+7AE0,章
U+F91E,爛
U+6D8E,涎
U+532A,匪
U+64C5,擅
U+547C,呼
U+5029,倩
U+9051,遑
U+803F,耿
U+90B8,邸
U+6114,愔
U+6167,慧
U+5713,圓
U+81E7,臧
U+552F,唯
U+57CB,埋
U+6773,杳
U+6CE2,波
U+6C10,氐
U+7344,獄
U+653E,放
U+63E1,握
U+5EEC,廬
U+5178,典
U+7C4D,籍
U+7F77,罷
U+5D0E,崎
U+5D87,嶇
U+564E,噎
U+6674,晴
U+7FA8,羨
U+53E9,叩
U+5582,喂
U+50EE,僮
U+F9F1,隣
U+994B,饋
U+6668,晨
U+865E,虞
U+F92D,來
U+9080,邀
U+8CD3,賓
U+8CB0,貰
U+75FE,痾
U+58A8,墨
U+81C0,臀
U+56B4,嚴
U+731B,猛
U+5B85,宅
U+5287,劇
U+3646,㙆
U+9285,銅
U+4F39,伹
U+50D5,僕
U+9077,遷
U+F91B,亂
U+67D0,某
U+8A9A,誚
U+8F13,輓
U+8C9E,貞
U+5C39,尹
U+5224,判
U+66F4,更
U+65F1,旱
U+93E1,鏡
U+965E,陞
U+5EE1,廡
U+984D,額
U+8E35,踵
U+5EFA,建
U+5957,套
U+6CAE,沮
U+8FE8,迨
U+4EC0,什
U+895F,襟
U+725F,牟
U+502B,倫
U+5475,呵
U+8AA3,誣
U+62DB,招
U+9F20,鼠
U+74CA,瓊
U+7051,灑
U+8C82,貂
U+7CB2,粲
U+4E73,乳
U+4F69,佩
U+5200,刀
U+4E26,並
U+6F64,潤
U+6D79,浹
U+6D3D,洽
U+7720,眠
U+7FD5,翕
U+6A6B,橫
U+7FE0,翠
U+969C,障
U+701F,瀟
U+537F,卿
U+5712,園
U+6458,摘
U+83DC,菜
U+5699,嚙
U+5703,圃
U+6DE1,淡
U+8993,覓
U+64F2,擲
U+559A,喚
U+F9DE,吏
U+6539,改
U+8FD3,迓
U+594F,奏
U+9061,遡
U+66FC,曼
U+99ED,駭
U+8A3A,診
U+6A39,樹
U+54B8,咸
U+5805,堅
U+8868,表
U+8E3D,踽
U+6DBC,涼
U+990C,餌
U+707D,災
U+F99F,烈
U+5C20,尠
U+9D06,鴆
U+66C1,曁
U+F92B,狼
U+8C9D,貝
U+572E,圮
U+69D0,槐
U+4EAD,亭
U+4F38,伸
U+621E,戞
U+F951,陋
U+5DF7,巷
U+8302,茂
U+6B83,殃
U+827E,艾
U+5B40,孀
U+4F4D,位
U+7530,田
U+6367,捧
U+F970,殺
U+5002,倂
U+7D72,絲
U+8C6A,豪
U+5C68,屨
U+777D,睽
U+F9A0,裂
U+6263,扣
U+7D00,紀
U+5083,傃
U+5FA1,御
U+8F1F,輟
U+5DCB,巋
U+F969,數
U+5823,堣
U+7FFB,翻
U+9716,霖
U+67D3,染
U+8DCB,跋
U+F918,落
U+958F,閏
U+58D3,壓
U+7480,璀
U+74A8,璨
U+77A0,瞠
U+6159,慙
U+654F,敏
U+5229,利
U+7729,眩
U+F9C5,暈
U+8B4F,譏
U+6C08,氈
U+5BCC,富
U+9BAE,鮮
U+4FC3,促
U+88DD,裝
U+788D,碍
U+696E,楮
U+6E3E,渾
U+638C,掌
U+73E0,珠
U+51C9,凉
U+96CB,雋
U+755C,畜
U+6504,攄
U+5DBA,嶺
U+5501,唁
U+7634,瘴
U+6EFE,滾
U+9910,餐
U+6BD6,毖
U+71EE,燮
U+749F,璟
U+90C1,郁
U+6D66,浦
U+7434,琴
U+6E6E,湮
U+800B,耋
U+7BC4,範
U+F9AB,嶺
U+66F7,曷
U+6D25,津
U+6D7C,浼
U+5CF6,島
U+6CF0,泰
U+83C0,菀
U+6309,按
U+79B1,禱
U+7BAF,箯
U+8F3F,輿
U+8CE4,賤
U+9A62,驢
U+79EA,秪
U+900B,逋
U+9708,霈
U+6DAA,涪
U+9AED,髭
U+9AEE,髮
U+98F1,飱
U+6A9C,檜
U+8B74,譴
U+8085,肅
U+5B70,孰
U+7DBD,綽
U+6E9F,溟
U+7658,癘
U+5180,冀
U+88F5,裵
U+FA04,宅
U+6597,斗
U+8D10,贐
U+91CE,野
U+7643,癃
U+7E36,縶
U+55C7,嗇
U+9438,鐸
U+914D,配
U+61CD,懍
U+795F,祟
U+6700,最
U+6D69,浩
U+52AA,努
U+5353,卓
U+6CC9,泉
U+81BD,膽
U+5FE0,忠
U+7687,皇
U+5B54,孔
U+662D,昭
U+964D,降
U+79C9,秉
U+5F5B,彛
U+8FED,迭
U+9B4D,魍
U+9B4E,魎
U+689F,梟
U+734D,獍
U+9041,遁
U+5047,假
U+76C8,盈
U+9207,鈇
U+925E,鉞
U+73A6,玦
U+96DE,雞
U+7AFF,竿
U+5CED,峭
U+5556,啖
U+54E5,哥
U+F90F,羅
U+767B,登
U+980C,頌
U+6B61,歡
U+6B3D,欽
U+8DE7,跧
U+7F55,罕
U+62DA,拚
U+4F34,伴
U+66F0,曰
U+74B0,環
U+6A9D,檝
U+53EC,召
U+7F85,羅
U+6180,憀
U+4EA8,亨
U+82F1,英
U+68F2,棲
U+89BC,覼
U+7E37,縷
U+9050,遐
U+64BC,撼
U+8EC0,軀
U+7463,瑣
U+5C51,屑
U+65FA,旺
U+5BA5,宥
U+71E6,燦
U+58A2,墢
U+63C6,揆
U+8857,街
U+60BD,悽
U+98C4,飄
U+63A9,掩
U+7370,獰
U+86DF,蛟
U+9C10,鰐
U+7021,瀡
U+6EEB,滫
U+51CF,减
U+67F0,柰
U+6092,悒
U+6021,怡
U+6109,愉
U+994D,饍
U+8E85,躅
U+66E0,曠
U+5BEC,寬
U+7B4B,筋
U+6F8C,澌
U+95D6,闖
U+7AC6,竆
U+55F7,嗷
U+55A3,喣
U+6388,授
U+5B5A,孚
U+8018,耘
U+8017,耗
U+7005,瀅
U+5F8B,律
U+7AA9,窩
U+7A9F,窟
U+63A0,掠
U+5CFB,峻
U+5A29,娩
U+8D0D,贍
U+7523,産
U+8A25,訥
U+76C6,盆
U+5FC9,忉
U+601B,怛
U+5A5A,婚
U+8B20,謠
U+6B1D,欝
U+85AA,薪
U+9B41,魁
U+57FA,基
U+9632,防
U+665D,晝
U+7537,男
U+9EEF,黯
U+4F4F,住
U+F94E,漏
U+6B3A,欺
U+F99E,咽
U+5589,喉
U+6897,梗
U+7A31,稱
U+6522,攢
U+6C1B,氛
U+7FF3,翳
U+81E3,臣
U+6283,抃
U+6C9B,沛
U+6CCA,泊
U+9A57,驗
U+6064,恤
U+98E7,飧
U+7B26,符
U+81E8,臨
U+5766,坦
U+6434,搴
U+8FE2,迢
U+7455,瑕
U+978D,鞍
U+6491,撑
U+F955,凌
U+6FE4,濤
U+7E39,縹
U+7DF2,緲
U+89A9,覩
U+66A2,暢
U+9B3C,鬼
U+87C4,蟄
U+79E6,秦
U+7620,瘠
U+9AD3,髓
U+8A1D,訝
U+971E,霞
U+5751,坑
U+6EA2,溢
U+61FD,懽
U+F9B2,零
U+5788,垈
U+83EB,菫
U+6BBC,殼
U+6027,性
U+594E,奎
U+6734,朴
U+96C5,雅
U+6ED3,滓
U+96EA,雪
U+6C93,沓
U+9727,霧
U+6B98,殘
U+9AB8,骸
U+6B4C,歌
U+8A60,詠
U+8D67,赧
U+5F14,弔
U+5718,團
U+663B,昻
U+5F82,徂
U+F986,閭
U+4E15,丕
U+8F61,轡
U+5514,唔
U+F9C4,龍
U+795A,祚
U+5104,億
U+8239,船
U+6885,梅
U+83CA,菊
U+51DD,凝
U+6414,搔
U+68D0,棐
U+826E,艮
U+82B1,花
U+90A3,那
U+4EC4,仄
U+8F44,轄
U+770E,眎
U+59B9,妹
U+6DDF,淟
U+6C96,沖
U+682A,株
U+5544,啄
U+8CEA,質
U+4F0D,伍
U+6649,晉
U+9B54,魔
U+6231,戱
U+6C57,汗
U+61B6,憶
U+8650,虐
U+5C38,尸
U+7D1B,紛
U+63DA,揚
U+6F5B,潛
U+7F9E,羞
U+8AA4,誤
U+62D2,拒
U+F97D,諒
U+90A8,邨
U+6EB8,溸
U+5598,喘
U+63DB,換
U+7E8F,纏
U+66B8,暸
U+F9F7,立
U+536F,卯
U+7199,熙
U+58FB,壻
U+9036,逶
U+6F81,澁
U+75B3,疳
U+887E,衾
U+73FE,現
U+83BD,莽
U+84BC,蒼
U+7DEC,緬
U+90E1,郡
U+6162,慢
U+699C,榜
U+8CC1,賁
U+98FE,飾
U+788C,碌
U+5910,夐
U+6BB7,殷
U+8CFE,賾
U+5967,奧
U+5372,卲
U+F96A,索
U+4FB5,侵
U+7BB4,箴
U+5609,嘉
U+7D61,絡
U+707C,灼
U+72C2,狂
U+60D1,惑
U+7A80,窀
U+6F87,澇
U+68FA,棺
U+7601,瘁
U+6C6A,汪
U+902E,逮
U+7D06,紆
U+5742,坂
U+9B1A,鬚
U+55AB,喫
U+9F61,齡
U+F9DA,栗
U+5354,協
U+F93B,碌
U+615A,慚
U+600D,怍
U+7A62,穢
U+8E5F,蹟
U+6350,捐
U+7B25,笥
U+75B5,疵
U+4E7E,乾
U+7DD8,緘
U+8335,茵
U+6575,敵
U+7518,甘
U+66B4,暴
U+628A,把
U+6D12,洒
U+8A3E,訾
U+8CD6,賖
U+62F1,拱
U+9C50,鱐
U+8E48,蹈
U+95A1,閡
U+5F4C,彌
U+9052,遒
U+908A,邊
U+8DDB,跛
U+8073,聳
U+553E,唾
U+6B49,歉
U+5925,夥
U+6E2D,渭
U+74A7,璧
U+6DB8,涸
U+6253,打
U+9006,逆
U+4ED9,仙
U+5E84,庄
U+8CB6,貶
U+724B,牋
U+7B46,筆
U+7159,煙
U+7D2B,紫
U+90AA,邪
U+5764,坤
U+9264,鉤
U+6A38,樸
U+516E,兮
U+6DEB,淫
U+7DAD,維
U+7070,灰
U+8FC5,迅
U+8F25,輥
U+7C89,粉
U+5BB5,宵
U+54AB,咫
U+4FAF,侯
U+F943,弄
U+5005,倅
U+6A5F,機
U+67FF,柿
U+58F9,壹
U+8CBC,貼
U+F90D,懶
U+95A8,閨
U+6566,敦
U+65A4,斤
U+63EE,揮
U+50ED,僭
U+577C,坼
U+6C83,沃
U+901D,逝
U+6FEF,濯
U+5197,冗
U+592C,夬
U+59DC,姜
U+9090,邐
U+60D8,惘
U+8AFA,諺
U+5012,倒
U+91C1,釁
U+7BE4,篤
U+5F1B,弛
U+6E6F,湯
U+54F2,哲
U+5BDE,寞
U+707E,灾
U+9805,項
U+5146,兆
U+68A7,梧
U+6850,桐
U+906E,遮
U+65AB,斫
U+679D,枝
U+80A1,股
U+7E31,縱
U+98ED,飭
U+72FD,狽
U+98FC,飼
U+7621,瘡
U+9935,餵
U+896A,襪
U+7BA1,管
U+6EBA,溺
U+95AA,閪
U+F950,縷
U+745E,瑞
U+5F81,征
U+5A46,婆
U+75B4,疴
U+797F,祿
U+8A3C,証
U+61FF,懿
U+F9DC,隆
U+932E,錮
U+7A00,稀
U+69AD,榭
U+8106,脆
U+54FD,哽
U+F915,洛
U+9999,香
U+3B57,㭗
U+6C8D,沍
U+5237,刷
U+58FA,壺
U+7258,牘
U+525E,剞
U+5282,劂
U+8B2C,謬
U+6067,恧
U+9003,逃
U+7092,炒
U+623E,戾
U+63F6,揶
U+63C4,揄
U+61CB,懋
U+7D71,統
U+6FF1,濱
U+59FF,姿
U+5FF8,忸
U+9A02,騂
U+8E10,踐
U+9019,這
U+5145,充
U+8B3E,謾
U+8521,蔡
U+9E1A,鸚
U+9D61,鵡
U+79D8,秘
U+7780,瞀
U+6B12,欒
U+7709,眉
U+77DC,矜
U+5E79,幹
U+79E9,秩
U+61A7,憧
U+76EA,盪
U+983B,頻
U+71AC,熬
U+7802,砂
U+FA03,糖
U+871C,蜜
U+8F4E,轎
U+812F,脯
U+9700,需
U+84B8,蒸
U+7F38,缸
U+8CAA,貪
U+7A81,突
U+7A40,穀
U+8C61,象
U+5E0C,希
U+7D13,紓
U+68B1,梱
U+63C0,揀
U+60A4,悤
U+79B9,禹
U+683C,格
U+9748,靈
U+9839,頹
U+584C,塌
U+6A23,樣
U+4EC6,仆
U+677B,杻
U+633E,挾
U+5BAE,宮
U+8DDF,跟
U+8846,衆
U+66C9,曉
U+F97B,糧
U+8CB8,貸
U+7A6B,穫
U+53F0,台
U+8F2F,輯
U+F9AA,寧
U+88B7,袷
U+8863,衣
U+68D7,棗
U+8CE3,賣
U+9D1F,鴟
U+8F38,輸
U+6214,戔
U+7C9F,粟
U+4E6D,乭
U+512A,優
U+91AC,醬
U+71E5,燥
U+9809,頉
U+523B,刻
U+72F9,狹
U+F999,蓮
U+6FD8,濘
U+88E8,裨
U+7A93,窓
U+6E6B,湫
