Unicode,Char
U+62DC,拜
U+5148,先
U+541B,君
U+8272,色
U+6EFF,滿
U+56F1,囱
U+4F8D,侍
U+5750,坐
U+66F0,曰
U+53EF,可
U+51FA,出
U+77E3,矣
U+4FC4,俄
U+89BA,覺
U+79CB,秋
U+5EAD,庭
U+5B9B,宛
U+7136,然
U+4E2D,中
U+516D,六
U+7701,省
U+584B,塋
U+6C23,氣
U+751A,甚
U+5915,夕
U+91CC,里
U+89AA,親
U+53D9,叙
U+524D,前
U+77E5,知
U+79AE,禮
U+9F4B,齋
U+820D,舍
U+7C73,米
U+91C0,釀
U+4ECA,今
U+4E43,乃
U+53C3,參
U+5949,奉
U+4EA6,亦
U+7406,理
U+884C,行
U+5177,具
U+8FAD,辭
U+7956,祖
U+5EDF,廟
U+4E3B,主
U+5916,外
U+5728,在
U+9042,遂
U+795E,神
U+6301,持
U+9152,酒
U+991E,餞
U+76E4,盤
U+77F3,石
U+56F0,困
U+98EE,飮
U+5055,偕
U+4E0B,下
U+544A,告
U+5225,別
U+56E0,因
U+5317,北
U+5DF2,已
U+4E45,久
U+5C0F,小
U+7236,父
U+7E98,纘
U+4EF2,仲
U+767C,發
U+751F,生
U+8DEF,路
U+914C,酌
U+676F,杯
U+8E30,踰
U+9DC4,鷄
U+5CF4,峴
U+6B47,歇
U+99AC,馬
U+6EAA,溪
U+908A,邊
U+5230,到
U+83AA,莪
U+5DDD,川
U+5168,全
U+5BE6,實
U+7533,申
U+660C,昌
U+6A02,樂
U+9A5B,驛
U+6B0A,權
U+674E,李
U+6C5D,汝
U+7FD5,翕
U+79E6,秦
U+6BC5,毅
U+4F2F,伯
U+9594,閔
U+5E0C,希
U+9854,顔
U+4E94,五
U+5BBF,宿
U+65E9,早
U+7AF9,竹
U+5DBA,嶺
U+932F,錯
U+96AA,險
U+5982,如
U+72AC,犬
U+9F52,齒
U+8349,草
U+6A39,樹
U+853D,蔽
U+5929,天
U+8863,衣
U+8882,袂
U+76E1,盡
U+6FD5,濕
U+7BC9,築
U+6709,有
U+9580,門
U+6A13,樓
U+9839,頹
U+7834,破
U+58EC,壬
U+4E82,亂
U+6B32,欲
U+64DA,據
U+79A6,禦
U+8CCA,賊
U+7E94,纔
U+904E,過
U+68C4,棄
U+5B88,守
U+570B,國
U+865B,虛
U+8CBB,費
U+6C11,民
U+529B,力
U+985E,類
U+6B64,此
U+5FAA,循
U+6CC9,泉
U+9047,遇
U+6734,朴
U+6817,栗
U+5F1F,弟
U+9577,長
U+6F97,澗
U+5408,合
U+4E39,丹
U+967D,陽
U+5CFB,峻
U+5CFD,峽
U+64C1,擁
U+6C5F,江
U+7E08,縈
U+5E36,帶
U+5357,南
U+81FA,臺
U+90E1,郡
U+57C8,埈
U+6406,搆
U+9077,遷
U+77B0,瞰
U+78A7,碧
U+7FE0,翠
U+58C1,壁
U+62F1,拱
U+7ACB,立
U+5DE6,左
U+53F3,右
U+62B5,抵
U+4E08,丈
U+5375,卵
U+708A,炊
U+6C34,水
U+9EC3,黃
U+6CBF,沿
U+666F,景
U+81F4,致
U+52DD,勝
U+5FC3,心
U+9805,項
U+5FE0,忠
U+6B66,武
U+7AE0,章
U+5553,啓
U+7A0B,程
U+7DD6,緖
U+7A0D,稍
U+8C41,豁
U+865F,號
U+5DE8,巨
U+93AD,鎭
U+7269,物
U+7E41,繁
U+76DB,盛
U+7D93,經
U+5175,兵
U+8569,蕩
U+7121,無
U+820A,舊
U+6A23,樣
U+5047,假
U+5E55,幕
U+6216,或
U+672A,未
U+9F8D,龍
U+773C,眼
U+8A31,許
U+72C2,狂
U+8FC5,迅
U+70C8,烈
U+9A5F,驟
U+5012,倒
U+7009,瀉
U+5730,地
U+6DF7,混
U+9ED1,黑
U+8FF8,迸
U+80FD,能
U+6652,晒
U+4EE4,令
U+88DD,裝
U+623F,房
U+5F4C,彌
U+58D1,壑
U+6F32,漲
U+6EA2,溢
U+539F,原
U+91CE,野
U+7559,留
U+767B,登
U+65B0,新
U+6F66,潦
U+6C92,沒
U+811A,脚
U+6E21,渡
U+5D07,崇
U+50C5,僅
U+5F97,得
U+6975,極
U+9662,院
U+70AD,炭
U+8F3B,輻
U+6E4A,湊
U+9072,遲
U+96E3,難
U+5BD3,寓
U+8655,處
U+7D30,細
U+5C3A,尺
U+6CE5,泥
U+6FD8,濘
U+9677,陷
U+7740,着
U+8DB3,足
U+667A,智
U+8AD2,諒
U+757F,畿
U+5C08,專
U+65C5,旅
U+6210,成
U+6751,村
U+6163,慣
U+4FD7,俗
U+5F37,強
U+608D,悍
U+53D7,受
U+50F9,價
U+617E,慾
U+8A6C,詬
U+7F75,罵
U+5C24,尤
U+51CC,凌
U+6668,晨
U+52A9,助
U+4EC1,仁
U+7E23,縣
U+78E8,磨
U+4E5E,乞
U+6D1B,洛
U+543E,吾
U+5217,列
U+5152,兒
U+4E01,丁
U+4E11,丑
U+958F,閏
U+65EC,旬
U+8096,肖
U+9444,鑄
U+5B57,字
U+8FFD,追
U+5FF5,念
U+52AC,劬
U+52DE,勞
U+9069,適
U+5024,値
U+611F,感
U+6B4E,歎
U+6A4B,橋
U+6F22,漢
U+96E2,離
U+95AD,閭
U+95BB,閻
U+821F,舟
U+696B,楫
U+591A,多
U+96D6,雖
U+53E4,古
U+9010,逐
U+9023,連
U+58BB,墻
U+6614,昔
U+6607,昇
U+50CF,像
U+6FDF,濟
U+53EA,只
U+57FA,基
U+5740,址
U+6168,慨
U+518D,再
U+4E59,乙
U+9149,酉
U+5BB0,宰
U+798F,福
U+6625,春
U+8431,萱
U+72CE,狎
U+6B50,歐
U+9813,頓
U+7570,異
U+6771,東
U+671B,望
U+9D28,鴨
U+9DD7,鷗
U+8D77,起
U+61F7,懷
U+5165,入
U+6649,晉
U+4ECB,介
U+5D14,崔
U+805E,聞
U+5176,其
U+505C,停
U+64E7,擧
U+99FF,駿
U+6D2A,洪
U+4EAB,享
U+592A,太
U+9928,館
U+9304,錄
U+540D,名
U+76E3,監
U+5BDF,察
U+5404,各
U+79C1,私
U+60C5,情
U+52E2,勢
U+8B1B,講
U+65ED,旭
U+8CE2,賢
U+574A,坊
U+7434,琴
U+6CE8,注
U+66F8,書
U+5F66,彦
U+5EB7,康
U+6295,投
U+8D99,趙
U+7C3F,簿
U+9756,靖
U+5076,偶
U+9022,逢
U+66AB,暫
U+8A71,話
U+6B63,正
U+90DE,郞
U+554F,問
U+60DF,惟
U+4F9D,依
U+9918,餘
U+5BAE,宮
U+95D5,闕
U+5E9C,府
U+5EAB,庫
U+5B58,存
U+6BBF,殿
U+5FA1,御
U+8C9E,貞
U+9675,陵
U+767E,百
U+8B8A,變
U+6613,易
U+8FD1,近
U+6700,最
U+8F15,輕
U+5E02,市
U+4E95,井
U+66FE,曾
U+8005,者
U+4EA8,亨
U+53C8,又
U+8A2A,訪
U+4E58,乘
U+66AE,暮
U+5C0B,尋
U+6C42,求
U+8A66,試
U+7D19,紙
U+8CB7,買
U+6698,暘
U+9032,進
U+58EB,士
U+912D,鄭
U+9AD8,高
U+6DD1,淑
U+5EA6,度
U+5C0A,尊
U+559C,喜
U+76F8,相
U+5C0D,對
U+6D95,涕
U+904A,遊
U+5B98,官
U+6606,昆
U+5B63,季
U+539A,厚
U+5F9E,從
U+79FB,移
U+4E16,世
U+6E56,湖
U+516C,公
U+5F7C,彼
U+822C,般
U+5834,場
U+8ACC,諌
U+529F,功
U+81E3,臣
U+5192,冒
U+6FEB,濫
U+738B,王
U+8F29,輩
U+4F5C,作
U+7358,獘
U+90FD,都
U+6028,怨
U+8A48,詈
U+592B,夫
U+4FC3,促
U+7531,由
U+5CE9,峩
U+5D6F,嵯
U+699C,榜
U+5931,失
U+4F55,何
U+4E4E,乎
U+5F85,待
U+7B2C,第
U+5960,奠
U+8058,聘
U+5893,墓
U+5C48,屈
U+5EE3,廣
U+6D25,津
U+51A0,冠
U+660F,昏
U+5DD6,巖
U+737A,獺
U+4E98,亘
U+7336,猶
U+69AE,榮
U+59D1,姑
U+56B4,嚴
U+5974,奴
U+9115,鄕
U+61A9,憩
U+6C0F,氏
U+677E,松
U+601D,思
U+656C,敬
U+4F3C,似
U+7DCA,緊
U+8CDE,賞
U+6D6E,浮
U+5BFA,寺
U+4F4D,位
U+6BCD,母
U+7199,熙
U+4FF1,俱
U+4FEE,修
U+6BD4,比
U+671F,期
U+59CB,始
U+5775,坵
U+8C46,豆
U+8150,腐
U+4F9B,供
U+5149,光
U+590F,夏
U+75D8,痘
U+75BE,疾
U+7981,禁
U+5FCC,忌
U+971C,霜
U+7E2E,縮
U+6C7E,汾
U+804A,聊
U+6DF1,深
U+897F,西
U+5BD2,寒
U+71B1,熱
U+4EA4,交
U+82B3,芳
U+5C91,岑
U+75DB,痛
U+91CD,重
U+5E7E,幾
U+796D,祭
U+8CEA,質
U+660E,明
U+7940,祀
U+F967,不
U+60B2,悲
U+615F,慟
U+81E5,臥
U+60A3,患
U+806F,聯
U+7DBF,綿
U+7B11,笑
U+5C11,少
U+51CF,减
U+6298,折
U+7C21,簡
U+610F,意
U+61C7,懇
U+7E7C,繼
U+9CF4,鳴
U+5FFD,忽
U+66B4,暴
U+96F7,雷
U+96FB,電
U+975E,非
U+707D,災
U+8033,耳
U+76EE,目
U+89A9,覩
U+9593,間
U+6060,恠
U+54C9,哉
U+534A,半
U+5FA9,復
U+65BC,於
U+6728,木
U+7D04,約
U+5CA9,岩
U+6CE1,泡
U+8A00,言
U+4F73,佳
U+90B1,邱
U+9063,遣
U+80E4,胤
U+4F7F,使
U+5C07,將
U+5FD9,忙
U+819D,膝
U+7A69,穩
U+83CA,菊
U+82B1,花
U+8F9E,辞
U+8AC7,談
U+7368,獨
U+788D,碍
U+78BA,確
U+731D,猝
U+9DF9,鷹
U+5AC2,嫂
U+75C5,病
U+55AA,喪
U+9A5A,驚
U+6115,愕
U+5019,候
U+51B7,冷
U+8EAB,身
U+727D,牽
U+5817,堗
U+84B8,蒸
U+906D,遭
U+670D,服
U+99B3,馳
U+50B7,傷
U+6148,慈
U+8FB0,辰
U+9000,退
U+6231,戱
U+6545,故
U+5099,備
U+994C,饌
U+9163,酣
U+9751,靑
U+737B,獻
U+661F,星
U+6108,愈
U+9817,頗
U+618A,憊
U+616E,慮
U+96EA,雪
U+6C60,池
U+6C99,沙
U+85A6,薦
U+51AC,冬
U+7FE9,翩
U+821E,舞
U+8776,蝶
U+58FC,壼
U+9A0E,騎
U+725B,牛
U+50EE,僮
U+5831,報
U+6253,打
U+900F,透
U+5FB9,徹
U+69AD,榭
U+767D,白
U+6EAB,溫
U+66C9,曉
U+59A3,妣
U+9915,餕
U+9957,饗
U+5C39,尹
U+501A,倚
U+5EA7,座
U+5824,堤
U+8868,表
U+9020,造
U+9060,遠
U+50C9,僉
U+5143,元
U+65CF,族
U+9803,頃
U+5409,吉
U+633D,挽
U+81BD,膽
U+5B85,宅
U+6025,急
U+5371,危
U+65CB,旋
U+53D6,取
U+5206,分
U+55AB,喫
U+53C5,叅
U+770B,看
U+96A3,隣
U+5F79,役
U+5287,劇
U+5954,奔
U+805A,聚
U+521D,初
U+5944,奄
U+80CC,背
U+54ED,哭
U+6CBB,治
U+7F8A,羊
U+5872,塲
U+846C,葬
U+5433,吳
U+6628,昨
U+8FCE,迎
U+5A7F,婿
U+9999,香
U+901D,逝
U+5F18,弘
U+7532,甲
U+6B72,歲
U+99A8,馨
U+77BB,瞻
U+768E,皎
U+501F,借
U+9A62,驢
U+53CB,友
U+898F,規
U+6587,文
U+7528,用
U+7421,琡
U+88FD,製
U+5BE7,寧
U+59B9,妹
U+5B89,安
U+994B,饋
U+66F4,更
U+7FA9,義
U+7CBE,精
U+7210,爐
U+5E78,幸
U+7389,玉
U+8AB2,課
U+984C,題
U+8003,考
U+6383,掃
U+7576,當
U+6B21,次
U+8B70,議
U+54B8,咸
U+61B6,憶
U+6176,慶
U+6155,慕
U+53E3,口
U+5360,占
U+5F8B,律
U+9A45,驅
U+513A,儺
U+51CB,凋
U+8B01,謁
U+7960,祠
U+5EEC,廬
U+5F91,徑
U+6CB3,河
U+826F,良
U+8CD3,賓
U+96C6,集
U+7B49,等
U+5617,嘗
U+5B78,學
U+8089,肉
U+9179,酹
U+6574,整
U+9F4A,齊
U+8ECD,軍
U+8FA6,辦
U+6B8A,殊
U+5F15,引
U+8FD4,返
U+9B42,魂
U+6CF0,泰
U+865E,虞
U+9091,邑
U+66FA,曺
U+9909,餉
U+5C31,就
U+5E9A,庚
U+5BD0,寐
U+76DC,盜
U+6821,校
U+5078,偸
U+53BB,去
U+8056,聖
U+7248,版
U+843D,落
U+5E38,常
U+7591,疑
U+50D5,僕
U+7D50,結
U+7F6A,罪
U+756A,番
U+5112,儒
U+4EFB,任
U+4EC7,仇
U+8A08,計
U+5F35,張
U+986F,顯
U+9811,頑
U+540F,吏
U+619A,憚
U+6F54,潔
U+64FE,擾
U+83AB,莫
U+5EF7,廷
U+5DEE,差
U+63A8,推
U+97AB,鞫
U+81DF,臟
U+91CB,釋
U+5100,儀
U+8ECC,軌
U+7A20,稠
U+5B9A,定
U+5236,制
U+793A,示
U+8B04,謄
U+5BEB,寫
U+5F0F,式
U+672C,本
U+8ACB,請
U+4ED8,付
U+697C,楼
U+76F4,直
U+8981,要
U+6D66,浦
U+696D,業
U+540A,吊
U+64B0,撰
U+71D5,燕
U+5B64,孤
U+9996,首
U+8D08,贈
U+7D2F,累
U+5DE1,巡
U+9748,靈
U+5BA2,客
U+50B3,傳
U+7965,祥
U+8072,聲
U+71D2,燒
U+5468,周
U+517C,兼
U+6714,朔
U+8996,視
U+7F54,罔
U+5FEB,快
U+58FA,壺
U+8CE6,賦
U+8A69,詩
U+548C,和
U+54E1,員
U+9054,達
U+96F2,雲
U+627F,承
U+8A55,評
U+6350,捐
U+5F6B,彫
U+5B97,宗
U+7387,率
U+67F3,柳
U+6BBA,殺
U+99B9,馹
U+6756,杖
U+81E8,臨
U+6D77,海
U+7E31,縱
U+6063,恣
U+6CD5,法
U+53CD,反
U+52A0,加
U+5211,刑
U+56FA,固
U+8036,耶
U+5BA4,室
U+7537,男
U+6F6D,潭
U+6CBD,沽
U+88E1,裡
U+60B5,悵
U+6068,恨
U+515C,兜
U+4EE3,代
U+706B,火
U+5EF6,延
U+52D5,動
U+514D,免
U+6570,数
U+8B22,謢
U+4F10,伐
U+856A,蕪
U+6B86,殆
U+5B6B,孫
U+69BC,榼
U+5065,健
U+9CF3,鳳
U+5BC5,寅
U+7980,禀
U+8B00,謀
U+59D3,姓
U+7F8E,美
U+6690,暐
U+784F,硏
U+50E7,僧
U+718A,熊
U+7896,碖
U+5E8F,序
U+4F5B,佛
U+905E,遞
U+70CF,烏
U+7E3E,績
U+8F14,輔
U+782C,砬
U+7912,礒
U+8A12,訒
U+6F8D,澍
U+679D,枝
U+689D,條
U+8543,蕃
U+66E0,曠
U+9088,邈
U+7CFB,系
U+6CD2,泒
U+9762,面
U+5857,塗
U+8C48,豈
U+6B20,欠
U+8332,茲
U+502B,倫
U+6566,敦
U+8ABC,誼
U+771E,眞
U+6696,暖
U+904D,遍
U+633F,挿
U+7501,甁
U+7D05,紅
U+7DA0,綠
U+8F1D,輝
U+5A46,婆
U+5A11,娑
U+7230,爰
U+8A18,記
U+8846,衆
U+64CA,擊
U+9266,鉦
U+9F13,鼓
U+89C0,觀
U+8129,脩
U+8B5C,譜
U+91B4,醴
U+7384,玄
U+96A8,隨
U+4E92,互
U+7E6B,繫
U+7F6E,置
U+8208,興
U+59F8,姸
U+7D76,絶
U+53E5,句
U+66A2,暢
U+721B,爛
U+71B3,熳
U+659F,斟
U+6F38,漸
U+5464,呤
U+541F,吟
U+8A60,詠
U+5671,噱
U+8CC7,資
U+611A,愚
U+7530,田
U+87BA,螺
U+7167,照
U+8000,耀
U+7575,畵
U+5716,圖
U+8352,荒
U+6664,晤
U+8A9E,語
U+83EF,華
U+916C,酬
U+97F6,韶
U+60DC,惜
U+6504,攄
U+5BC4,寄
U+9EBB,麻
U+97F5,韵
U+60E0,惠
U+61C9,應
U+68E8,棨
U+5854,塔
U+6085,悅
U+60FA,惺
U+596A,奪
U+66C1,曁
U+6518,攘
U+5653,噓
U+97FB,韻
U+679C,果
U+8A73,詳
U+7A98,窘
U+6050,恐
U+72C0,狀
U+7F70,罰
U+523B,刻
U+7ADF,竟
U+8B02,謂
U+5E77,幷
U+5009,倉
U+5352,卒
U+64E3,擣
U+7CC6,糆
U+58D3,壓
U+8FEB,迫
U+754F,畏
U+9801,頁
U+4F0A,伊
U+96D9,雙
U+6F64,潤
U+7F9E,羞
U+8C37,谷
U+52F8,勸
U+7AFF,竿
U+3D11,㴑
U+6FA4,澤
U+9CE5,鳥
U+6D32,洲
U+7261,牡
U+8594,薔
U+8587,薇
U+8E91,躑
U+8E85,躅
U+6620,映
U+7C37,簷
U+5B87,宇
U+4F3B,伻
U+6B65,步
U+91E3,釣
U+7DB2,網
U+624B,手
U+5F04,弄
U+6F7A,潺
U+6E72,湲
U+73A9,玩
U+8449,葉
U+611B,愛
U+7375,獵
U+8218,舘
U+758F,疏
U+5141,允
U+8CB6,貶
U+8584,薄
U+6666,晦
U+653F,政
U+7B9A,箚
U+6279,批
U+8CDB,賛
U+5DF3,巳
U+59E6,姦
U+5147,兇
U+64C5,擅
U+8A85,誅
U+6551,救
U+6B7B,死
U+5448,呈
U+901A,通
U+8AED,諭
U+6822,栢
U+5883,境
U+6349,捉
U+81BE,膾
U+8FC3,迃
U+5E2B,師
U+4ED6,他
U+6308,挈
U+6E3E,渾
U+64A4,撤
U+66DD,曝
U+65F1,旱
U+63AC,掬
U+8FA8,辨
U+966A,陪
U+990A,養
U+672B,末
U+5FC5,必
U+8078,聸
U+8F61,轡
U+8457,著
U+8C4A,豊
U+55A7,喧
U+669D,暝
U+8AA0,誠
U+72FC,狼
U+72FD,狽
U+973D,霽
U+5B99,宙
U+6F88,澈
U+7BC1,篁
U+53E2,叢
U+4F43,佃
U+63DA,揚
U+842C,萬
U+6DF5,淵
U+6843,桃
U+6F5C,潜
U+5D16,崖
U+8D8A,越
U+7FA4,群
U+6F3E,漾
U+6DFA,淺
U+7058,灘
U+4FDF,俟
U+7562,畢
U+6027,性
U+3649,㙉
U+758E,疎
U+638C,掌
U+982D,頭
U+9BE4,鯤
U+71EE,燮
U+5708,圈
U+5DE5,工
U+62D9,拙
U+6CD7,泗
U+9F9C,龜
U+6968,楨
U+519D,冝
U+905C,遜
U+907F,避
U+8B19,謙
U+8B93,讓
U+5B8B,宋
U+5668,器
U+64C7,擇
U+6D69,浩
U+6F2B,漫
U+63C0,揀
U+745C,瑜
U+7D33,紳
U+4FB5,侵
U+8650,虐
U+6096,悖
U+65A5,斥
U+60E1,惡
U+8FF0,述
U+8E5F,蹟
U+665B,晛
U+5C45,居
U+4F4F,住
U+6548,效
U+4E19,丙
U+722D,爭
U+7DEF,緯
U+7891,碑
U+6A19,標
U+5343,千
U+8F09,載
U+51DB,凛
U+5EF3,廳
U+6031,怱
U+6089,悉
U+620C,戌
U+8A13,訓
U+6E3A,渺
U+8FC2,迂
U+7957,祗
U+6687,暇
U+5BB9,容
U+88C1,裁
U+51B6,冶
U+96B1,隱
U+5D6C,嵬
U+79C0,秀
U+5773,坳
U+63D6,揖
U+90D7,郗
U+7F72,署
U+7240,牀
U+8B80,讀
U+5DFE,巾
U+6B67,歧
U+927B,鉻
U+8377,荷
U+690D,植
U+5A62,婢
U+52D2,勒
U+6A61,橡
U+71C1,燁
U+745A,瑚
U+4F50,佐
U+6B35,欵
U+62BD,抽
U+60F3,想
U+4F69,佩
U+9732,露
U+9E93,麓
U+5BE2,寢
U+652C,攬
U+6CDD,泝
U+7279,特
U+7B56,策
U+9162,酢
U+613C,愼
U+570D,圍
U+7C6C,籬
U+4E91,云
U+6DB7,涷
U+68A8,梨
U+983C,頼
U+7C11,簑
U+6CBE,沾
U+9326,錦
U+9C57,鱗
U+5556,啖
U+9EB5,麵
U+9920,餠
U+5BE9,審
U+75E2,痢
U+82E6,苦
U+75C7,症
U+65E3,旣
U+6182,憂
U+6158,慘
U+6190,憐
U+64D4,擔
U+8201,舁
U+4EA1,亡
U+58DF,壟
U+7469,瑩
U+7A7F,穿
U+7A86,窆
U+8B77,護
U+537F,卿
U+963B,阻
U+502D,倭
U+633E,挾
U+4ED9,仙
U+984D,額
U+61F8,懸
U+677F,板
U+63A5,接
U+84EE,蓮
U+6DDA,淚
U+907A,遺
U+655E,敞
U+6D96,涖
U+847A,葺
U+4FFE,俾
U+52FF,勿
U+589C,墜
U+8AAA,說
U+7267,牧
U+6162,慢
U+91CF,量
U+9664,除
U+7D14,純
U+6D3D,洽
U+6539,改
U+8CBF,貿
U+79B0,禰
U+8A03,訃
U+74A3,璣
U+773A,眺
U+54C1,品
U+5E79,幹
U+654D,敍
U+82E5,若
U+652F,支
U+88D4,裔
U+5316,化
U+5029,倩
U+5BEC,寬
U+6661,晡
U+707E,灾
U+53F2,史
U+8B58,識
U+6B04,欄
U+6493,撓
U+99ED,駭
U+6BCF,每
U+89E3,解
U+6C38,永
U+9673,陳
U+8A22,訢
U+5A01,威
U+54C0,哀
U+724C,牌
U+5DF1,己
U+9396,鎖
U+8FED,迭
U+9699,隙
U+7A74,穴
U+6557,敗
U+8870,衰
U+6101,愁
U+7D0D,納
U+71DF,營
U+5C01,封
U+5861,塡
U+585E,塞
U+5C6C,屬
U+500D,倍
U+654E,敎
U+71C8,燈
U+71C3,燃
U+5207,切
U+6344,捄
U+99E2,駢
U+79D1,科
U+4EF6,件
U+7AF8,竸
U+9952,饒
U+63AA,措
U+64BF,撿
U+5F62,形
U+5F71,影
U+618E,憎
U+4FEF,俯
U+6392,排
U+5353,卓
U+7A00,稀
U+518A,冊
U+7B54,答
U+61FD,懽
U+51E1,凡
U+76CA,益
U+8B1D,謝
U+8521,蔡
U+7FFC,翼
U+5DE2,巢
U+65AB,斫
U+63D0,提
U+59EA,姪
U+6816,栖
U+89BD,覽
U+79AA,禪
U+9014,途
U+5B5D,孝
U+8392,莒
U+65A4,斤
U+6C37,氷
U+903C,逼
U+9AA8,骨
U+70B9,点
U+5875,塵
U+571F,土
U+5712,園
U+90ED,郭
U+5162,兢
U+79A5,禥
U+8DDD,距
U+6DF3,淳
U+746C,瑬
U+621A,戚
U+6C88,沈
U+8AFF,諿
U+745E,瑞
U+73CE,珎
U+66F3,曳
U+4E4D,乍
U+701C,瀜
U+8271,艱
U+51CD,凍
U+5805,堅
U+9716,霖
U+6F8C,澌
U+88F8,裸
U+6E2C,測
U+5CB8,岸
U+6D89,涉
U+80A1,股
U+5FCD,忍
U+8ECA,車
U+5238,券
U+6853,桓
U+53A5,厥
U+7A31,稱
U+735C,獜
U+50E5,僥
U+5016,倖
U+6211,我
U+63EE,揮
U+7BC0,節
U+95C8,闈
U+52C9,勉
U+816B,腫
U+5510,唐
U+8CAA,貪
U+5A6A,婪
U+5F0A,弊
U+79B9,禹
U+9D6C,鵬
U+8CA9,販
U+9E7D,鹽
U+8239,船
U+8CAB,貫
U+9678,陸
U+5B54,孔
U+68A2,梢
U+63F4,援
U+696E,楮
U+8CFD,賽
U+6CE2,波
U+7BAD,箭
U+77A5,瞥
U+9F0E,鼎
U+67F4,柴
U+5F77,彷
U+5F7F,彿
U+7E9B,纛
U+6C89,沉
U+6B23,欣
U+7AA8,窨
U+6D12,洒
U+7565,略
U+65BD,施
U+8ED2,軒
U+5E8A,床
U+6F01,漁
U+6726,朦
U+6697,暗
U+6CCA,泊
U+7513,甓
U+5239,刹
U+751E,甞
U+8D70,走
U+5B8F,宏
U+61F6,懶
U+7FC1,翁
U+85CF,藏
U+5229,利
U+8DE1,跡
U+8A95,誕
U+5984,妄
U+4FE1,信
U+838A,莊
U+95A3,閣
U+9E97,麗
U+7AAE,窮
U+5DE7,巧
U+5999,妙
U+937E,鍾
U+74EE,瓮
U+7028,瀨
U+7A61,穡
U+97D3,韓
U+5A66,婦
U+5973,女
U+662D,昭
U+55DA,嗚
U+547C,呼
U+5FB7,德
U+5782,垂
U+673D,朽
U+9867,顧
U+8CB4,貴
U+8CE4,賤
U+8DA8,趨
U+9A6A,驪
U+9694,隔
U+5C4B,屋
U+5EE2,廢
U+5606,嘆
U+6FE4,濤
U+8E8D,躍
U+6FC0,激
U+822B,舫
U+694A,楊
U+6839,根
U+53AD,厭
U+5BC6,密
U+856D,蕭
U+5451,呑
U+606D,恭
U+5CF6,島
U+606C,恬
U+975C,靜
U+8F9B,辛
U+9632,防
U+5BB3,害
U+9078,選
U+856B,蕫
U+5E7C,幼
U+6069,恩
U+5104,億
U+6BDB,毛
U+95CA,闊
U+5761,坡
U+8AF1,諱
U+5747,均
U+807D,聽
U+832B,茫
U+59DC,姜
U+5BF6,寶
U+4E7E,乾
U+8AA4,誤
U+8CBD,貽
U+8AE7,諧
U+70DF,烟
U+8170,腰
U+90F5,郵
U+5109,儉
U+54A8,咨
U+535E,卞
U+97B0,鞰
U+6EEF,滯
U+6885,梅
U+674F,杏
U+6684,暄
U+76C8,盈
U+5005,倅
U+8F49,轉
U+7D22,索
U+50AC,催
U+9ECE,黎
U+7B1B,笛
U+5439,吹
U+6CDB,泛
U+8CA0,負
U+9808,須
U+4E9F,亟
U+97AD,鞭
U+548F,咏
U+9172,酲
U+58FD,壽
U+5858,塘
U+8EF8,軸
U+58A8,墨
U+4ED7,仗
U+70AC,炬
U+62B1,抱
U+755C,畜
U+6CB9,油
U+871C,蜜
U+7A2E,種
U+91DD,針
U+7E37,縷
U+7C98,粘
U+7CA7,粧
